"","taxi_no","date","time","lon","lat","speed","occupy","unknown"
"10201","B03V38","2009-09-11","00:18:27","113.81437","22.65115","0","1","31"
"10202","B03V38","2009-09-11","00:18:27","113.81437","22.65115","0","1","31"
"10203","B03V38","2009-09-11","00:18:27","113.81437","22.65115","0","1","31"
"10204","B03V38","2009-09-11","00:21:41","113.81475","22.65112","0","1","31"
"10205","B03V38","2009-09-11","00:22:01","113.8152","22.65108","5","1","31"
"10206","B03V38","2009-09-11","00:22:30","113.8152","22.65108","0","1","31"
"10207","B03V38","2009-09-11","00:23:00","113.8152","22.65108","0","1","31"
"10208","B03V38","2009-09-11","00:23:31","113.8152","22.65108","0","1","31"
"10209","B03V38","2009-09-11","00:23:46","113.8152","22.65108","0","1","31"
"10210","B03V38","2009-09-11","00:24:15","113.8152","22.65108","0","1","31"
"10211","B03V38","2009-09-11","00:24:45","113.8152","22.65108","0","1","31"
"10212","B03V38","2009-09-11","00:25:15","113.8152","22.65108","0","1","31"
"10213","B03V38","2009-09-11","00:25:45","113.8152","22.65108","0","1","31"
"10214","B03V38","2009-09-11","00:26:15","113.8152","22.65108","0","1","31"
"10215","B03V38","2009-09-11","00:26:45","113.8152","22.65108","0","1","31"
"10216","B03V38","2009-09-11","00:27:15","113.8152","22.65108","0","1","31"
"10217","B03V38","2009-09-11","00:27:45","113.8152","22.65108","0","1","31"
"10218","B03V38","2009-09-11","00:28:13","113.8152","22.65108","0","1","31"
"10219","B03V38","2009-09-11","00:28:43","113.8152","22.65108","0","1","31"
"10220","B03V38","2009-09-11","00:29:13","113.8152","22.65108","0","1","31"
"10221","B03V38","2009-09-11","00:29:43","113.8152","22.65108","0","1","31"
"10222","B03V38","2009-09-11","00:30:13","113.8152","22.65108","0","1","31"
"10223","B03V38","2009-09-11","00:30:44","113.8151","22.6515","3","1","31"
"10224","B03V38","2009-09-11","00:30:54","113.81478","22.65137","0","1","31"
"10225","B03V38","2009-09-11","00:31:23","113.81478","22.65137","0","1","31"
"10226","B03V38","2009-09-11","00:31:54","113.81478","22.65137","0","1","31"
"10227","B03V38","2009-09-11","00:32:23","113.81478","22.65137","0","1","31"
"10228","B03V38","2009-09-11","00:32:53","113.81478","22.65137","0","1","31"
"10229","B03V38","2009-09-11","00:33:23","113.81478","22.65137","0","1","31"
"10230","B03V38","2009-09-11","00:33:54","113.81478","22.65137","0","1","31"
"10231","B03V38","2009-09-11","00:34:24","113.81478","22.65137","0","1","31"
"10232","B03V38","2009-09-11","00:34:54","113.81478","22.65137","0","1","31"
"10233","B03V38","2009-09-11","00:35:23","113.81478","22.65137","0","1","31"
"10234","B03V38","2009-09-11","00:35:54","113.81478","22.65137","0","1","31"
"10235","B03V38","2009-09-11","00:36:24","113.81478","22.65137","0","1","31"
"10236","B03V38","2009-09-11","00:36:54","113.81478","22.65137","0","1","31"
"10237","B03V38","2009-09-11","00:37:24","113.81478","22.65137","0","1","31"
"10238","B03V38","2009-09-11","00:57:10","113.92831","22.55183","0","1","31"
"10239","B03V38","2009-09-11","00:57:41","113.92831","22.55183","0","1","31"
"10240","B03V38","2009-09-11","00:58:10","113.92831","22.55183","0","1","31"
"10241","B03V38","2009-09-11","00:58:40","113.92831","22.55183","0","1","31"
"10242","B03V38","2009-09-11","00:59:11","113.92831","22.55183","0","1","31"
"10243","B03V38","2009-09-11","00:59:43","113.92831","22.55183","0","1","31"
"10244","B03V38","2009-09-11","01:00:10","113.92831","22.55183","0","1","31"
"10245","B03V38","2009-09-11","01:00:42","113.92831","22.55183","0","1","31"
"10246","B03V38","2009-09-11","01:01:11","113.92831","22.55183","0","1","31"
"10247","B03V38","2009-09-11","01:01:40","113.92831","22.55183","0","1","31"
"10248","B03V38","2009-09-11","01:02:10","113.92831","22.55183","0","1","31"
"10249","B03V38","2009-09-11","01:02:10","113.92831","22.55183","0","1","31"
"10250","B03V38","2009-09-11","01:02:40","113.92831","22.55183","0","1","31"
"10251","B03V38","2009-09-11","01:03:11","113.92831","22.55183","0","1","31"
"10252","B03V38","2009-09-11","01:03:41","113.92831","22.55183","0","1","31"
"10253","B03V38","2009-09-11","01:04:11","113.92831","22.55183","0","1","31"
"10254","B03V38","2009-09-11","01:04:41","113.92831","22.55183","0","1","31"
"10255","B03V38","2009-09-11","01:05:11","113.92831","22.55183","0","1","31"
"10256","B03V38","2009-09-11","01:05:40","113.92831","22.55183","0","1","31"
"10257","B03V38","2009-09-11","01:05:49","113.92831","22.55183","0","1","31"
"10258","B03V38","2009-09-11","01:06:17","113.92831","22.55183","0","1","31"
"10259","B03V38","2009-09-11","01:06:47","113.92831","22.55183","0","1","31"
"10260","B03V38","2009-09-11","01:07:18","113.92831","22.55183","0","1","31"
"10261","B03V38","2009-09-11","01:07:48","113.92831","22.55183","0","1","31"
"10262","B03V38","2009-09-11","01:08:17","113.92831","22.55183","0","1","31"
"10263","B03V38","2009-09-11","01:09:18","113.92831","22.55183","0","1","31"
"10264","B03V38","2009-09-11","01:09:48","113.92831","22.55183","0","1","31"
"10265","B03V38","2009-09-11","01:10:03","113.92831","22.55183","0","1","31"
"10266","B03V38","2009-09-11","01:10:33","113.92831","22.55183","0","1","31"
"10267","B03V38","2009-09-11","01:11:03","113.92831","22.55183","0","1","31"
"10268","B03V38","2009-09-11","01:11:32","113.92831","22.55183","0","1","31"
"10269","B03V38","2009-09-11","01:12:02","113.92831","22.55183","0","1","31"
"10270","B03V38","2009-09-11","01:12:33","113.92831","22.55183","0","1","31"
"10271","B03V38","2009-09-11","01:13:03","113.92831","22.55183","0","1","31"
"10272","B03V38","2009-09-11","01:13:33","113.92831","22.55183","0","1","31"
"10273","B03V38","2009-09-11","01:14:02","113.92831","22.55183","0","1","31"
"10274","B03V38","2009-09-11","01:14:32","113.92831","22.55183","0","1","31"
"10275","B03V38","2009-09-11","01:15:03","113.92831","22.55183","0","1","31"
"10276","B03V38","2009-09-11","01:15:33","113.92831","22.55183","0","1","31"
"10277","B03V38","2009-09-11","01:17:03","113.92831","22.55183","0","1","31"
"10278","B03V38","2009-09-11","01:17:32","113.92831","22.55183","0","1","31"
"10279","B03V38","2009-09-11","01:18:03","113.92831","22.55183","0","1","31"
"10280","B03V38","2009-09-11","01:18:33","113.92831","22.55183","0","1","31"
"10281","B03V38","2009-09-11","01:19:03","113.92831","22.55183","0","1","31"
"10282","B03V38","2009-09-11","01:19:33","113.92831","22.55183","0","1","31"
"10283","B03V38","2009-09-11","01:20:03","113.92831","22.55183","0","1","31"
"10284","B03V38","2009-09-11","01:20:32","113.92831","22.55183","0","1","31"
"10285","B03V38","2009-09-11","01:21:02","113.92831","22.55183","0","1","31"
"10286","B03V38","2009-09-11","01:21:33","113.92831","22.55183","0","1","31"
"10287","B03V38","2009-09-11","01:22:03","113.92831","22.55183","0","1","31"
"10288","B03V38","2009-09-11","01:22:33","113.92831","22.55183","0","1","31"
"10289","B03V38","2009-09-11","01:23:03","113.92831","22.55183","0","1","31"
"10290","B03V38","2009-09-11","01:23:33","113.92831","22.55183","0","1","31"
"10291","B03V38","2009-09-11","01:24:03","113.92831","22.55183","0","1","31"
"10292","B03V38","2009-09-11","01:24:32","113.92831","22.55183","0","1","31"
"10293","B03V38","2009-09-11","01:25:04","113.92831","22.55183","0","1","31"
"10294","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10295","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10296","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10297","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10298","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10299","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10300","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10301","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10302","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10303","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10304","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10305","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10306","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10307","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10308","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10309","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10310","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10311","B03V38","2009-09-11","01:30:59","113.92831","22.55183","0","1","31"
"10312","B03V38","2009-09-11","01:31:05","113.92831","22.55183","0","1","31"
"10313","B03V38","2009-09-11","01:31:32","113.92831","22.55183","0","1","31"
"10314","B03V38","2009-09-11","01:32:02","113.92831","22.55183","0","1","31"
"10315","B03V38","2009-09-11","01:32:32","113.92831","22.55183","0","1","31"
"10316","B03V38","2009-09-11","01:33:02","113.92831","22.55183","0","1","31"
"10317","B03V38","2009-09-11","01:33:32","113.92831","22.55183","0","1","31"
"10318","B03V38","2009-09-11","01:34:02","113.92831","22.55183","0","1","31"
"10319","B03V38","2009-09-11","01:34:33","113.92831","22.55183","0","1","31"
"10320","B03V38","2009-09-11","01:35:03","113.92831","22.55183","0","1","31"
"10321","B03V38","2009-09-11","01:35:32","113.92831","22.55183","0","1","31"
"10322","B03V38","2009-09-11","01:36:02","113.92831","22.55183","0","1","31"
"10323","B03V38","2009-09-11","01:36:32","113.92831","22.55183","0","1","31"
"10324","B03V38","2009-09-11","01:37:02","113.92831","22.55183","0","1","31"
"10325","B03V38","2009-09-11","01:37:32","113.92831","22.55183","0","1","31"
"10326","B03V38","2009-09-11","01:38:02","113.92831","22.55183","0","1","31"
"10327","B03V38","2009-09-11","01:38:32","113.92831","22.55183","0","1","31"
"10328","B03V38","2009-09-11","01:39:02","113.92831","22.55183","0","1","31"
"10329","B03V38","2009-09-11","01:39:32","113.92831","22.55183","0","1","31"
"10330","B03V38","2009-09-11","01:40:02","113.92831","22.55183","0","1","31"
"10331","B03V38","2009-09-11","01:40:32","113.92831","22.55183","0","1","31"
"10332","B03V42","2009-09-11","00:00:48","114.1169","22.54215","0","1","31"
"10333","B03V42","2009-09-11","00:02:47","114.11607","22.54207","7","1","31"
"10334","B03V42","2009-09-11","00:04:47","114.11607","22.54207","0","1","31"
"10335","B03V42","2009-09-11","00:06:48","114.12222","22.54533","13","1","31"
"10336","B03V42","2009-09-11","00:08:47","114.12437","22.54143","0","1","31"
"10337","B03V42","2009-09-11","00:10:46","114.13195","22.54417","22","1","31"
"10338","B03V42","2009-09-11","00:12:47","114.13875","22.5494","27","1","31"
"10339","B03V42","2009-09-11","01:09:11","114.13458","22.56532","0","1","31"
"10340","B03V42","2009-09-11","01:12:08","114.13458","22.56532","0","1","31"
"10341","B03V42","2009-09-11","01:13:30","114.13458","22.56532","0","1","31"
"10342","B03V42","2009-09-11","01:15:30","114.13458","22.56532","0","1","31"
"10343","B03V42","2009-09-11","01:17:30","114.13458","22.56532","0","1","31"
"10344","B03V42","2009-09-11","01:19:30","114.13458","22.56532","0","1","31"
"10345","B03V42","2009-09-11","01:21:30","114.13458","22.56532","0","1","31"
"10346","B03V42","2009-09-11","01:23:33","114.13458","22.56532","0","1","31"
"10347","B03V42","2009-09-11","01:25:33","114.13717","22.56783","36","1","31"
"10348","B03V42","2009-09-11","01:27:33","114.13588","22.5768","42","1","31"
"10349","B03V42","2009-09-11","01:29:33","114.13609","22.58027","2","1","31"
"10350","B03V42","2009-09-11","01:31:33","114.13757","22.5804","11","1","31"
"10351","B03V55","2009-09-11","00:39:15","114.05128","22.53127","0","1","31"
"10352","B03V55","2009-09-11","00:41:13","114.05128","22.53127","0","1","31"
"10353","B03V55","2009-09-11","00:43:13","114.01497","22.53058","37","1","31"
"10354","B03V55","2009-09-11","00:45:13","114.01643","22.53013","23","1","31"
"10355","B03V55","2009-09-11","00:49:13","114.01667","22.5305","29","1","31"
"10356","B03V55","2009-09-11","00:53:29","114.0207","22.53173","0","1","31"
"10357","B03V55","2009-09-11","00:58:46","114.05482","22.52413","0","1","31"
"10358","B03V55","2009-09-11","01:00:46","114.05479","22.52408","1","1","31"
"10359","B03V55","2009-09-11","01:02:46","114.05901","22.52572","18","1","31"
"10360","B03V55","2009-09-11","01:04:46","114.05141","22.53507","38","1","31"
"10361","B03V55","2009-09-11","01:06:46","114.03727","22.5308","52","1","31"
"10362","B03V55","2009-09-11","01:08:46","114.01928","22.53212","54","1","31"
"10363","B03V55","2009-09-11","01:10:46","114.01362","22.53725","41","1","31"
"10364","B03V55","2009-09-11","01:10:46","114.01362","22.53725","41","1","31"
"10365","B03V55","2009-09-11","01:10:46","114.01362","22.53725","41","1","31"
"10366","B03V55","2009-09-11","01:15:14","114.01462","22.53747","0","1","31"
"10367","B03V55","2009-09-11","01:17:13","114.01814","22.53862","10","1","31"
"10368","B03V55","2009-09-11","01:40:32","114.01572","22.54067","0","1","31"
"10369","B03V55","2009-09-11","01:42:32","114.01572","22.54067","0","1","31"
"10370","B03V55","2009-09-11","01:44:32","114.01804","22.53883","17","1","31"
"10371","B03V55","2009-09-11","01:46:32","114.00385","22.53617","30","1","31"
"10372","B03V55","2009-09-11","01:48:31","113.99612","22.53472","24","1","31"
"10373","B03V55","2009-09-11","01:50:31","113.98875","22.54192","47","1","31"
"10374","B03V55","2009-09-11","01:52:31","113.98264","22.53793","31","1","31"
"10375","B03V55","2009-09-11","01:54:32","113.9789","22.5398","0","1","31"
"10376","B03V55","2009-09-11","01:56:31","113.97437","22.54107","13","1","31"
"10377","B03V55","2009-09-11","01:58:31","113.97437","22.54107","0","1","31"
"10378","B03V55","2009-09-11","02:00:32","113.98932","22.53927","32","1","31"
"10379","B03V55","2009-09-11","02:07:42","113.98907","22.53932","0","1","31"
"10380","B03V55","2009-09-11","02:08:17","113.98907","22.53932","0","1","31"
"10381","B03V55","2009-09-11","02:10:17","113.98907","22.53932","0","1","31"
"10382","B03V58","2009-09-11","00:01:54","114.05901","22.5236","5","1","31"
"10383","B03V58","2009-09-11","00:03:54","114.05652","22.523","1","1","31"
"10384","B03V58","2009-09-11","00:05:55","114.0628","22.5258","8","1","31"
"10385","B03V58","2009-09-11","00:07:56","114.06295","22.53695","33","1","31"
"10386","B03V58","2009-09-11","00:10:00","114.07463","22.54005","35","1","31"
"10387","B03V58","2009-09-11","00:12:11","114.08154","22.53698","24","1","31"
"10388","B03V58","2009-09-11","00:13:55","114.10542","22.53737","74","1","31"
"10389","B03V58","2009-09-11","00:15:54","114.11572","22.53878","49","1","31"
"10390","B03V58","2009-09-11","00:17:54","114.12015","22.54122","36","1","31"
"10391","B03V58","2009-09-11","00:19:54","114.12505","22.545","19","1","31"
"10392","B03V58","2009-09-11","00:21:56","114.12508","22.5478","24","1","31"
"10393","B03V58","2009-09-11","00:23:56","114.12257","22.54737","12","1","31"
"10394","B03V58","2009-09-11","00:25:57","114.11343","22.54145","16","1","31"
"10395","B03V58","2009-09-11","00:29:56","114.11645","22.54072","6","1","31"
"10396","B03V58","2009-09-11","00:39:00","114.13417","22.56625","21","1","31"
"10397","B03V58","2009-09-11","00:41:00","114.1329","22.56752","19","1","31"
"10398","B03V58","2009-09-11","00:43:00","114.13293","22.56922","19","1","31"
"10399","B03V58","2009-09-11","00:45:00","114.1325","22.56813","10","1","31"
"10400","B03V58","2009-09-11","00:47:00","114.13451","22.56548","7","1","31"
"10401","B03V58","2009-09-11","00:56:07","114.08788","22.56145","6","1","31"
"10402","B03V58","2009-09-11","00:58:07","114.08762","22.5633","7","1","31"
"10403","B03V58","2009-09-11","01:00:06","114.08563","22.56358","10","1","31"
"10404","B03V58","2009-09-11","01:06:06","114.11422","22.58742","43","1","31"
"10405","B03V58","2009-09-11","01:14:48","114.1281","22.58543","47","1","31"
"10406","B03V58","2009-09-11","01:16:47","114.1281","22.58543","47","1","31"
"10407","B03V58","2009-09-11","01:18:47","114.1281","22.58543","47","1","31"
"10408","B03V58","2009-09-11","01:20:47","114.1281","22.58543","47","1","31"
"10409","B03V58","2009-09-11","01:22:47","114.1281","22.58543","47","1","31"
"10410","B03V58","2009-09-11","01:24:47","114.1281","22.58543","47","1","31"
"10411","B03V58","2009-09-11","01:26:47","114.1281","22.58543","47","1","31"
"10412","B03V58","2009-09-11","01:28:47","114.1281","22.58543","47","1","31"
"10413","B03V58","2009-09-11","01:30:47","114.1281","22.58543","47","1","31"
"10414","B03V58","2009-09-11","01:32:47","114.1281","22.58543","47","1","31"
"10415","B03V58","2009-09-11","01:34:47","114.1281","22.58543","47","1","31"
"10416","B03V58","2009-09-11","01:36:47","114.1281","22.58543","47","1","31"
"10417","B03V58","2009-09-11","01:38:47","114.1281","22.58543","47","1","31"
"10418","B03V58","2009-09-11","01:40:47","114.1281","22.58543","47","1","31"
"10419","B03V58","2009-09-11","01:42:47","114.1281","22.58543","47","1","31"
"10420","B03V58","2009-09-11","01:44:47","114.1281","22.58543","47","1","31"
"10421","B03V58","2009-09-11","01:47:18","114.11546","22.55943","55","1","31"
"10422","B03V58","2009-09-11","01:48:47","114.11923","22.56137","47","1","31"
"10423","B03V58","2009-09-11","01:50:47","114.11923","22.55972","48","1","31"
"10424","B03V58","2009-09-11","01:53:36","114.11923","22.55972","48","1","31"
"10425","B03V58","2009-09-11","01:54:47","114.11923","22.55972","48","1","31"
"10426","B03V58","2009-09-11","01:56:47","114.11923","22.55972","48","1","31"
"10427","B03V58","2009-09-11","01:58:47","114.10361","22.55298","3","1","31"
"10428","B03V58","2009-09-11","02:06:24","114.08672","22.54015","4","1","31"
"10429","B03V58","2009-09-11","02:08:22","114.0867","22.54013","2","1","31"
"10430","B03V58","2009-09-11","02:10:22","114.0707","22.5317","40","1","31"
"10431","B03V60","2009-09-11","00:10:42","114.1145","22.53207","0","1","31"
"10432","B03V60","2009-09-11","00:11:13","114.1145","22.53207","0","1","31"
"10433","B03V60","2009-09-11","00:11:42","114.1145","22.53207","0","1","31"
"10434","B03V60","2009-09-11","00:12:12","114.1145","22.53207","0","1","31"
"10435","B03V60","2009-09-11","00:13:10","114.1145","22.53207","0","1","31"
"10436","B03V60","2009-09-11","00:17:43","114.1145","22.53207","0","1","31"
"10437","B03V60","2009-09-11","00:18:12","114.1145","22.53207","0","1","31"
"10438","B03V60","2009-09-11","00:18:42","114.1145","22.53207","0","1","31"
"10439","B03V60","2009-09-11","00:19:12","114.1145","22.53207","0","1","31"
"10440","B03V60","2009-09-11","00:19:42","114.1145","22.53207","0","1","31"
"10441","B03V60","2009-09-11","00:20:12","114.1145","22.53207","0","1","31"
"10442","B03V60","2009-09-11","00:20:42","114.1145","22.53207","0","1","31"
"10443","B03V60","2009-09-11","00:21:12","114.1145","22.53207","0","1","31"
"10444","B03V60","2009-09-11","00:21:42","114.1145","22.53207","0","1","31"
"10445","B03V60","2009-09-11","00:22:16","114.1145","22.53207","0","1","31"
"10446","B03V60","2009-09-11","00:22:42","114.1145","22.53207","0","1","31"
"10447","B03V60","2009-09-11","00:23:12","114.1145","22.53207","0","1","31"
"10448","B03V60","2009-09-11","00:24:11","114.1145","22.53207","0","1","31"
"10449","B03V60","2009-09-11","00:24:12","114.1145","22.53207","0","1","31"
"10450","B03V60","2009-09-11","00:24:42","114.1145","22.53207","0","1","31"
"10451","B03V60","2009-09-11","00:25:12","114.1145","22.53207","0","1","31"
"10452","B03V60","2009-09-11","00:25:42","114.1145","22.53207","0","1","31"
"10453","B03V60","2009-09-11","00:26:12","114.1145","22.53207","0","1","31"
"10454","B03V60","2009-09-11","00:27:12","114.0915","22.54153","0","1","31"
"10455","B03V60","2009-09-11","00:27:42","114.0915","22.54153","0","1","31"
"10456","B03V60","2009-09-11","00:28:12","114.0915","22.54153","0","1","31"
"10457","B03V60","2009-09-11","00:28:42","114.0915","22.54153","0","1","31"
"10458","B03V60","2009-09-11","00:29:12","114.0915","22.54153","0","1","31"
"10459","B03V60","2009-09-11","00:29:42","114.0915","22.54153","0","1","31"
"10460","B03V60","2009-09-11","00:30:12","114.0915","22.54153","0","1","31"
"10461","B03V60","2009-09-11","00:30:42","114.0915","22.54153","0","1","31"
"10462","B03V60","2009-09-11","00:31:12","114.0915","22.54153","0","1","31"
"10463","B03V60","2009-09-11","00:31:42","114.0915","22.54153","0","1","31"
"10464","B03V60","2009-09-11","00:32:12","114.0915","22.54153","0","1","31"
"10465","B03V60","2009-09-11","00:32:43","114.0915","22.54153","0","1","31"
"10466","B03V60","2009-09-11","00:33:12","114.0915","22.54153","0","1","31"
"10467","B03V60","2009-09-11","00:33:42","114.0915","22.54153","0","1","31"
"10468","B03V60","2009-09-11","00:34:12","114.0915","22.54153","0","1","31"
"10469","B03V60","2009-09-11","00:34:42","114.0915","22.54153","0","1","31"
"10470","B03V60","2009-09-11","00:35:14","114.0915","22.54153","0","1","31"
"10471","B03V60","2009-09-11","00:35:42","114.0915","22.54153","0","1","31"
"10472","B03V60","2009-09-11","00:36:12","114.0915","22.54153","0","1","31"
"10473","B03V60","2009-09-11","00:36:42","114.0915","22.54153","0","1","31"
"10474","B03V60","2009-09-11","00:37:25","114.0915","22.54153","0","1","31"
"10475","B03V60","2009-09-11","00:37:42","114.06827","22.54588","63","1","31"
"10476","B03V60","2009-09-11","00:38:19","114.06827","22.54588","63","1","31"
"10477","B03V60","2009-09-11","00:38:42","114.06827","22.54588","63","1","31"
"10478","B03V60","2009-09-11","00:39:12","114.06827","22.54588","63","1","31"
"10479","B03V60","2009-09-11","00:39:42","114.06827","22.54588","63","1","31"
"10480","B03V60","2009-09-11","00:40:12","114.06827","22.54588","63","1","31"
"10481","B03V60","2009-09-11","00:40:42","114.06827","22.54588","63","1","31"
"10482","B03V60","2009-09-11","00:41:12","114.06827","22.54588","63","1","31"
"10483","B03V60","2009-09-11","00:42:12","114.06827","22.54588","63","1","31"
"10484","B03V60","2009-09-11","00:42:42","114.06827","22.54588","63","1","31"
"10485","B03V60","2009-09-11","00:43:12","114.06827","22.54588","63","1","31"
"10486","B03V60","2009-09-11","00:43:42","114.06827","22.54588","63","1","31"
"10487","B03V60","2009-09-11","00:44:12","114.06827","22.54588","63","1","31"
"10488","B03V60","2009-09-11","00:44:42","114.06827","22.54588","63","1","31"
"10489","B03V60","2009-09-11","00:45:12","114.06827","22.54588","63","1","31"
"10490","B03V60","2009-09-11","00:45:42","114.06827","22.54588","63","1","31"
"10491","B03V60","2009-09-11","00:46:12","114.06827","22.54588","63","1","31"
"10492","B03V60","2009-09-11","00:46:43","114.06827","22.54588","63","1","31"
"10493","B03V60","2009-09-11","00:47:12","114.06827","22.54588","63","1","31"
"10494","B03V60","2009-09-11","00:47:42","114.06827","22.54588","63","1","31"
"10495","B03V60","2009-09-11","00:48:12","114.06827","22.54588","63","1","31"
"10496","B03V60","2009-09-11","00:48:42","114.06827","22.54588","63","1","31"
"10497","B03V60","2009-09-11","00:49:12","114.06827","22.54588","63","1","31"
"10498","B03V60","2009-09-11","00:50:01","114.06827","22.54588","63","1","31"
"10499","B03V60","2009-09-11","00:50:23","114.06827","22.54588","63","1","31"
"10500","B03V60","2009-09-11","00:50:42","114.06827","22.54588","63","1","31"
"10501","B03V60","2009-09-11","00:51:12","114.06827","22.54588","63","1","31"
"10502","B03V60","2009-09-11","00:51:42","114.06827","22.54588","63","1","31"
"10503","B03V60","2009-09-11","00:52:12","114.06827","22.54588","63","1","31"
"10504","B03V60","2009-09-11","00:52:44","114.06827","22.54588","63","1","31"
"10505","B03V60","2009-09-11","00:53:13","114.06827","22.54588","63","1","31"
"10506","B03V60","2009-09-11","00:53:42","114.06827","22.54588","63","1","31"
"10507","B03V60","2009-09-11","00:54:13","114.06827","22.54588","63","1","31"
"10508","B03V60","2009-09-11","00:54:42","114.06827","22.54588","63","1","31"
"10509","B03V60","2009-09-11","00:55:12","114.05873","22.52603","0","1","31"
"10510","B03V60","2009-09-11","00:55:43","114.05873","22.52603","0","1","31"
"10511","B03V60","2009-09-11","01:00:10","114.05873","22.52603","0","1","31"
"10512","B03V60","2009-09-11","01:00:40","114.05873","22.52603","0","1","31"
"10513","B03V60","2009-09-11","01:01:10","114.05873","22.52603","0","1","31"
"10514","B03V60","2009-09-11","01:01:40","114.05873","22.52603","0","1","31"
"10515","B03V60","2009-09-11","01:02:10","114.05869","22.52608","8","1","31"
"10516","B03V60","2009-09-11","01:02:42","114.05915","22.5293","22","1","31"
"10517","B03V60","2009-09-11","01:03:10","114.05877","22.53007","55","1","31"
"10518","B03V60","2009-09-11","01:03:40","114.05877","22.53007","55","1","31"
"10519","B03V60","2009-09-11","01:04:10","114.0678","22.53108","13","1","31"
"10520","B03V60","2009-09-11","01:04:10","114.0678","22.53108","13","1","31"
"10521","B03V60","2009-09-11","01:04:40","114.0688","22.52998","33","1","31"
"10522","B03V60","2009-09-11","01:05:10","114.0688","22.52998","33","1","31"
"10523","B03V60","2009-09-11","01:05:40","114.0688","22.52998","33","1","31"
"10524","B03V60","2009-09-11","01:06:10","114.0688","22.52998","33","1","31"
"10525","B03V60","2009-09-11","01:06:40","114.06838","22.52418","1","1","31"
"10526","B03V60","2009-09-11","01:07:10","114.06838","22.52418","1","1","31"
"10527","B03V60","2009-09-11","01:07:40","114.06789","22.5272","30","1","31"
"10528","B03V60","2009-09-11","01:08:11","114.0691","22.53267","34","1","31"
"10529","B03V60","2009-09-11","01:08:40","114.06902","22.53197","33","1","31"
"10530","B03V60","2009-09-11","01:09:10","114.06902","22.53197","33","1","31"
"10531","B03V60","2009-09-11","01:09:40","114.06298","22.53238","44","1","31"
"10532","B03V60","2009-09-11","01:10:10","114.06292","22.52885","66","1","31"
"10533","B03V60","2009-09-11","01:10:40","114.06292","22.52885","66","1","31"
"10534","B03V60","2009-09-11","01:11:10","114.05991","22.52445","34","1","31"
"10535","B03V60","2009-09-11","01:11:40","114.05945","22.52332","15","1","31"
"10536","B03V60","2009-09-11","01:12:11","114.05945","22.52332","15","1","31"
"10537","B03V60","2009-09-11","01:12:40","114.05945","22.52332","15","1","31"
"10538","B03V60","2009-09-11","01:13:10","114.05945","22.52332","15","1","31"
"10539","B03V60","2009-09-11","01:13:40","114.05945","22.52332","15","1","31"
"10540","B03V60","2009-09-11","01:14:10","114.05945","22.52332","15","1","31"
"10541","B03V60","2009-09-11","01:38:25","114.05945","22.52332","15","1","31"
"10542","B03V60","2009-09-11","01:38:55","114.05945","22.52332","15","1","31"
"10543","B03V60","2009-09-11","01:39:25","114.05945","22.52332","15","1","31"
"10544","B03V60","2009-09-11","01:39:31","114.05945","22.52332","15","1","31"
"10545","B03V60","2009-09-11","01:40:00","114.05945","22.52332","15","1","31"
"10546","B03V60","2009-09-11","01:40:30","114.05945","22.52332","15","1","31"
"10547","B03V60","2009-09-11","01:41:00","114.05945","22.52332","15","1","31"
"10548","B03V60","2009-09-11","01:41:30","114.05945","22.52332","15","1","31"
"10549","B03V60","2009-09-11","01:42:00","114.05945","22.52332","15","1","31"
"10550","B03V60","2009-09-11","01:45:25","114.05945","22.52332","15","1","31"
"10551","B03V60","2009-09-11","01:45:54","114.05945","22.52332","15","1","31"
"10552","B03V60","2009-09-11","01:46:25","114.05945","22.52332","15","1","31"
"10553","B03V60","2009-09-11","01:46:54","114.05945","22.52332","15","1","31"
"10554","B03V60","2009-09-11","01:47:24","114.05945","22.52332","15","1","31"
"10555","B03V60","2009-09-11","01:47:55","114.05945","22.52332","15","1","31"
"10556","B03V60","2009-09-11","01:48:24","114.05945","22.52332","15","1","31"
"10557","B03V60","2009-09-11","01:48:54","114.05945","22.52332","15","1","31"
"10558","B03V60","2009-09-11","01:49:25","114.05945","22.52332","15","1","31"
