"","or_lon","or_lat","dest_lon","dest_lat"
"361",114.13505,22.55062,114.11798,22.55102
"362",114.12828,22.54548,114.07898,22.5355
"363",114.10493,22.55338,114.11578,22.53538
"364",114.12173,22.55217,114.12257,22.55053
"365",114.11845,22.54303,114.12752,22.61108
"366",114.09946,22.54602,114.11957,22.54012
"367",114.08663,22.55198,114.08785,22.55415
"368",114.02502,22.52808,114.059,22.52193
"369",114.08765,22.56123,114.09435,22.55852
"370",114.08154,22.55295,114.07933,22.55842
"371",114.04495,22.5636,114.07703,22.57233
"372",114.0821,22.54937,114.08158,22.5476
"373",114.06898,22.54777,114.07005,22.54793
"374",113.91272,22.51945,113.92713,22.5284
"375",113.91618,22.52732,113.92025,22.52638
"376",113.92233,22.5198,113.9833,22.55745
"377",113.96854,22.56217,113.96114,22.5529
"378",113.92907,22.52362,113.92752,22.51347
"379",113.92828,22.52237,114.02531,22.52267
"380",113.92875,22.52433,113.92204,22.51602
"381",113.92776,22.52063,113.93011,22.50562
"382",113.9281,22.52167,113.91447,22.51867
"383",114.11632,22.53543,114.12627,22.54507
"384",114.10432,22.54215,114.10588,22.54077
"385",114.0318,22.51912,114.05473,22.51523
"386",113.99908,22.5558,113.87399,22.58577
"387",114.08482,22.54047,114.08425,22.54917
"388",113.96082,22.54315,113.94943,22.5785
"389",114.11542,22.6002,114.12648,22.61362
"390",114.08411,22.54857,114.08118,22.54058
"391",114.15881,22.60917,114.1702,22.60443
"392",114.05725,22.65402,114.0555,22.63587
"393",114.0781,22.55833,113.88157,22.57783
"394",113.87804,22.57393,113.98088,22.55753
"395",114.02982,22.59482,114.04645,22.59142
"396",114.05579,22.62522,114.05563,22.63275
"397",114.01403,22.55985,114.1247,22.57043
"398",114.07865,22.54812,114.04932,22.56513
"399",114.1031,22.54383,114.12485,22.54895
"400",114.1158,22.5381,114.1199,22.54042
"401",113.81558,22.64892,114.01845,22.53143
"402",114.02435,22.5306,114.02438,22.53102
"403",114.06747,22.52418,114.06902,22.532
"404",114.07715,22.53548,114.07882,22.5352
"405",114.11845,22.5897,114.08963,22.54347
"406",113.99312,22.53485,113.99333,22.53862
"407",114.0992,22.56972,114.09811,22.57477
"408",114.08762,22.57097,114.09296,22.55073
"409",114.07633,22.54623,114.10432,22.59133
"410",114.08145,22.55412,114.01321,22.63895
"411",114.1385,22.57275,114.12991,22.5891
"412",114.12275,22.54853,114.02272,22.52413
"413",114.05865,22.51963,114.05865,22.51963
"414",113.9194,22.53017,113.91932,22.52983
"415",113.93463,22.53338,113.92945,22.4959
"416",114.02599,22.54013,114.02385,22.53707
"417",113.97722,22.54093,113.91705,22.50328
"418",113.8169,22.64867,113.8489,22.61048
"419",113.88225,22.56552,113.8832,22.5648
"420",114.05137,22.53707,114.1094,22.54528
"421",114.04939,22.53747,113.98088,22.5514
"422",114.05115,22.53693,114.04818,22.52565
"423",114.04193,22.53087,113.93082,22.52238
"424",113.93173,22.51867,113.92113,22.52083
"425",113.92036,22.52353,113.91978,22.5341
"426",114.04477,22.52917,114.04505,22.52555
