"","taxi_no","avg_fare_per_trip","total_fare"
"1579","B52K78",2.72727272727273,30
"1580","B46A42",12.96,116.64
"1581","B77E88",2.72,24.48
"1582","B11S89",12.76,25.52
"1583","B99P49",2.88,8.64
"1584","B76F31",2.88,25.92
"1585","B77W45",2.736,41.04
"1586","B68G10",2.78769230769231,36.24
"1587","B87W41",2.76,33.12
"1588","B77E76",2.72,24.48
"1589","BTV830",2.67,21.36
"1590","B804E1",2.58,20.64
"1591","B10R96",2.67692307692308,34.8
"1592","B824E9",2.70857142857143,18.96
"1593","B33A29",12.6057142857143,88.24
"1594","B528E9",2.66181818181818,29.28
"1595","B79P89",12.976,129.76
"1596","B64W16",12.94,103.52
"1597","B76F16",2.59636363636364,28.56
"1598","B54X39",2.976,29.76
"1599","B176F7",2.94,23.52
"1600","B506E2",2.688,26.88
"1601","BGC217",2.76,11.04
"1602","B65V43",2.85,22.8
"1603","B79P52",12.64,113.76
"1604","B74F71",2.66181818181818,29.28
"1605","B62E00",2.73230769230769,35.52
"1606","B24E47",2.72727272727273,30
"1607","BLS472",2.58,10.32
"1608","BBS491",12.7876923076923,166.24
"1609","B563E0",2.544,25.44
"1610","B04R48",2.85,22.8
"1611","B19K62",2.76,27.6
"1612","BFJ806",12.76,102.08
"1613","B42U48",2.52,15.12
"1614","BQH961",2.60571428571429,18.24
"1615","B93P19",2.67,21.36
"1616","B530E9",2.688,26.88
"1617","B06G83",2.64,15.84
"1618","B05G49",2.85,22.8
"1619","B13K39",2.72727272727273,30
"1620","BTV309",2.76,33.12
"1621","B44F73",2.52,15.12
"1622","B88W61",2.76,27.6
"1623","B25K33",2.64,15.84
"1624","B05P83",2.832,28.32
"1625","B53X93",2.72727272727273,30
"1626","B78E62",2.51076923076923,32.64
"1627","B51K85",2.76,22.08
"1628","BBQ805",2.76,11.04
"1629","BXY338",12.5542857142857,175.76
"1630","BGR471",2.64,15.84
"1631","BJE398",2.60571428571429,18.24
"1632","BGC279",2.79272727272727,30.72
"1633","B53F30",2.616,26.16
"1634","B79P30",12.976,64.88
"1635","B06F90",2.58,20.64
"1636","BWF605",2.56,23.04
"1637","B45W39",2.94,11.76
"1638","B14F43",2.76,11.04
"1639","B02T31",2.79272727272727,30.72
"1640","B06F16",2.76,33.12
"1641","B10G22",2.50285714285714,17.52
"1642","BGR647",2.688,13.44
"1643","BGC252",2.76,27.6
"1644","B40F92",2.79272727272727,30.72
"1645","B89E89",2.64,15.84
"1646","B42E41",2.85818181818182,31.44
"1647","B06F00",2.70857142857143,18.96
"1648","B70A49",2.76,16.56
"1649","B33A80",12.85,102.8
"1650","B55X07",2.70857142857143,18.96
"1651","BGD852",2.64,23.76
"1652","B14K33",2.64,15.84
"1653","BQH015",2.58,20.64
"1654","BFJ912",12.64,37.92
"1655","BBQ860",2.76,22.08
"1656","B51K00",2.67,21.36
"1657","B78W17",2.73882352941176,46.56
"1658","BWG087",2.8,25.2
"1659","BTV855",3.01714285714286,21.12
"1660","B74F70",2.81142857142857,19.68
"1661","B41V37",2.544,12.72
"1662","B67G59",2.76,33.12
"1663","B36F81",2.70857142857143,37.92
"1664","B43V23",2.56,23.04
"1665","B70A65",2.832,28.32
"1666","B18F66",2.72727272727273,30
"1667","B10G92",2.76,22.08
"1668","B51K52",2.78769230769231,36.24
"1669","B70A45",2.76,11.04
"1670","BFZ457",3.12,12.48
"1671","BFE185",2.58,30.96
"1672","B11K25",2.76,38.64
"1673","BKP650",2.86285714285714,40.08
"1674","B04P11",2.784,41.76
"1675","BHA305",2.49,19.92
"1676","B54X60",2.76,27.6
"1677","B50A41",2.78769230769231,36.24
"1678","BKP592",2.67,21.36
"1679","B43V81",3.12,21.84
"1680","BBQ993",2.66181818181818,29.28
"1681","B34D40",12.94,51.76
"1682","B606A7",3.01714285714286,21.12
"1683","BYV809",2.755,16.53
"1684","B07R59",12.64,113.76
"1685","B11N63",2.832,14.16
"1686","B75F62",2.67,21.36
"1687","B19R55",2.985,47.76
"1688","B20U31",2.688,26.88
"1689","B33A12",12.6057142857143,88.24
"1690","B78F17",2.70857142857143,37.92
"1691","B35W47",2.94,23.52
"1692","B93P85",2.64,7.92
"1693","B40P93",13,78
"1694","B59E12",12.58,150.96
"1695","BQG578",2.72727272727273,30
"1696","B099E0",2.88,43.2
"1697","B50F85",2.78769230769231,36.24
"1698","B572E5",2.64,15.84
"1699","BBQ063",12.67,101.36
"1700","B74W70",2.53090909090909,27.84
"1701","B19T85",2.78769230769231,36.24
"1702","B47U17",2.70857142857143,18.96
"1703","B759E0",2.58,20.64
"1704","BFJ970",12.832,128.32
"1705","BKZ533",2.67,21.36
"1706","B078E6",2.76,27.6
"1707","B26F51",3.12,12.48
"1708","B32A68",12.58,100.64
"1709","BKZ499",2.94,23.52
"1710","B06P08",2.688,26.88
"1711","B63N69",12.7272727272727,140
"1712","BFH596",12.7811764705882,217.28
"1713","B71A08",2.688,26.88
"1714","B06P07",2.79272727272727,30.72
"1715","B58W70",2.85,22.8
"1716","B74F67",2.64,15.84
"1717","BNE819",2.65714285714286,37.2
"1718","B46E80",12.64,37.92
"1719","B42X42",2.85,22.8
"1720","BGR603",2.70857142857143,37.92
"1721","B833E7",2.52,15.12
"1722","BHP627",13,78
"1723","B26K58",2.688,26.88
"1724","B86R36",2.616,26.16
"1725","B19G22",2.832,14.16
"1726","B837E9",2.65714285714286,37.2
"1727","B74W65",2.76,27.6
"1728","B77E32",2.8,25.2
"1729","B46W42",2.70857142857143,18.96
"1730","B069E6",2.94,11.76
"1731","BBS581",12.6057142857143,88.24
"1732","B805E0",2.544,12.72
"1733","B63E66",2.58,20.64
"1734","B43F21",2.94,23.52
"1735","B42E23",12.67,101.36
"1736","B34K08",2.72727272727273,30
"1737","B10N75",2.64,15.84
"1738","B45E70",12.688,63.44
"1739","B41V60",2.58,20.64
"1740","B45F02",2.67692307692308,34.8
"1741","B98Q53",2.85,22.8
"1742","BFJ966",12.72,114.48
"1743","B06R31",2.67428571428571,56.16
"1744","B62G51",2.59636363636364,28.56
"1745","BXV388",2.48,22.32
"1746","B59L21",2.64,31.68
"1747","B12F23",2.76,22.08
"1748","B41F12",2.904,29.04
"1749","B43F45",2.50285714285714,17.52
"1750","B55U71",2.70857142857143,18.96
"1751","B19G29",2.58,20.64
"1752","B71A99",2.67,21.36
"1753","B046C5",2.64,15.84
"1754","BHE213",2.73230769230769,35.52
"1755","B50D53",12.8,115.2
"1756","BGG539",2.832,14.16
"1757","B28K79",2.76,11.04
"1758","B51F23",2.50285714285714,17.52
"1759","B01S47",12.7272727272727,140
"1760","B53A51",12.85,102.8
"1761","BJC961",2.544,25.44
"1762","B71W73",12.832,128.32
"1763","BGD408",2.64,31.68
"1764","B87W46",2.62153846153846,34.08
"1765","B699D6",2.50285714285714,17.52
"1766","B553A5",2.832,28.32
"1767","B55X79",2.7,32.4
"1768","B05P75",2.58,20.64
"1769","B80B53",2.71555555555556,24.44
"1770","B80W29",2.67692307692308,34.8
"1771","B845E5",2.82,33.84
"1772","B71A09",2.72,24.48
"1773","B71W43",12.64,189.6
"1774","B110A9",3.01714285714286,21.12
"1775","B479E1",2.72,24.48
"1776","B11G17",2.85,22.8
"1777","B30W07",2.76,27.6
"1778","B70F95",2.88,43.2
"1779","BLS145",2.76,16.56
"1780","B10G50",2.79272727272727,30.72
"1781","B73D47",2.91428571428571,20.4
"1782","B73X01",2.616,26.16
"1783","B12K29",2.86285714285714,40.08
"1784","B91G03",2.64,7.92
"1785","B15R61",12.7272727272727,140
"1786","BPV437",12.904,129.04
"1787","B83B96",2.755,27.55
"1788","B57D87",12.8114285714286,89.68
"1789","B68A45",2.544,12.72
"1790","BFZ643",2.49,19.92
"1791","B31A47",12.832,128.32
"1792","BKZ661",2.50285714285714,17.52
"1793","B11G99",2.73230769230769,35.52
"1794","BBS586",12.49,99.92
"1795","B822E1",2.76,22.08
"1796","B55X68",2.67692307692308,34.8
"1797","B68U51",2.7,32.4
"1798","B79A07",2.688,26.88
"1799","B19E49",2.58,30.96
"1800","B14A47",12.7085714285714,177.92
"1801","B50K97",2.76,22.08
"1802","B66W45",2.66181818181818,29.28
"1803","BGX568",2.67,21.36
"1804","B28F31",2.72727272727273,30
"1805","B43E46",12.67,101.36
"1806","B818E5",2.81142857142857,19.68
"1807","B741C7",2.88,34.56
"1808","B850A7",12.76,76.56
"1809","BWG031",2.72727272727273,30
"1810","B41U20",2.8,25.2
"1811","B51X53",2.7,32.4
"1812","B45E27",2.81142857142857,19.68
"1813","B32K57",2.94,23.52
"1814","BGH012",2.72,24.48
"1815","B06P09",2.76,22.08
"1816","B59D12",12.76,76.56
"1817","B78F62",2.76,33.12
"1818","B59E02",12.8,115.2
"1819","B24P57",12.976,64.88
"1820","BGU882",2.50285714285714,17.52
"1821","B09G99",2.76,11.04
"1822","B09G26",2.64,7.92
"1823","B90F42",2.58,10.32
"1824","B33U08",2.72,24.48
"1825","B24U01",2.94,11.76
"1826","B00G77",2.82,33.84
"1827","B24U59",3.04,27.36
"1828","B897D8",2.91428571428571,20.4
"1829","B54Z62",2.8,25.2
"1830","B52W35",2.88,25.92
"1831","B90F80",2.70857142857143,18.96
"1832","B09G69",2.88,8.64
"1833","B00G39",2.64,23.76
"1834","B37U35",2.91428571428571,20.4
"1835","B67X50",2.88,17.28
"1836","B04S71",12.6618181818182,139.28
"1837","BHE379",2.58,30.96
"1838","B51E55",12.52,75.12
"1839","B06R29",2.70315789473684,51.36
"1840","B54W76",2.8,50.4
"1841","B535E7",2.76,5.52
"1842","B72W82",3.12,12.48
"1843","B47W40",2.81142857142857,19.68
"1844","B32U17",2.70857142857143,18.96
"1845","B46W01",2.81142857142857,19.68
"1846","B88W25",2.78769230769231,36.24
"1847","B71W28",2.88,8.64
"1848","BBZ001",3.12,18.72
"1849","B52W10",2.94,23.52
"1850","B52W25",2.81142857142857,19.68
"1851","BHA675",2.8,25.2
"1852","BHJ807",2.88,17.28
"1853","B78M60",2.64,15.84
"1854","BHJ465",2.76,27.6
"1855","BGH748",2.91428571428571,20.4
"1856","B50W72",2.64,15.84
"1857","BGC512",2.72,24.48
"1858","BGC593",2.688,13.44
"1859","BHN981",2.688,13.44
"1860","B53X76",2.76,27.6
"1861","B78W05",2.76,5.52
"1862","B24F76",2.66181818181818,29.28
"1863","B55X33",3.12,3.12
"1864","B74F45",2.58,20.64
"1865","B86R99",2.85818181818182,31.44
"1866","BFH516",12.67,101.36
"1867","B05R38",2.72727272727273,30
"1868","BGT466",2.56615384615385,33.36
"1869","BGT813",2.72,24.48
"1870","B61E73",2.78769230769231,36.24
"1871","BGN725",12.67,101.36
"1872","B73W53",12.76,102.08
"1873","BFH671",12.8581818181818,141.44
"1874","BFJ062",12.94,103.52
"1875","BGT817",2.70857142857143,18.96
"1876","B06P82",2.78769230769231,36.24
"1877","B53D02",12.58,100.64
"1878","B88W05",2.544,25.44
"1879","B08P70",2.89846153846154,37.68
"1880","B55X85",2.64,15.84
"1881","BJE871",2.48,22.32
"1882","B06P50",2.76,16.56
"1883","B89B92",2.755,27.55
"1884","B83E58",2.56,23.04
"1885","B87W70",2.60571428571429,18.24
"1886","B62U30",2.60571428571429,18.24
"1887","B19G93",2.88,17.28
"1888","BFZ470",2.52,15.12
"1889","B50D39",12.7085714285714,88.96
"1890","B51A79",12.72,114.48
"1891","BGS620",2.84307692307692,36.96
"1892","BBT359",2.66181818181818,29.28
"1893","BTV240",2.64,23.76
"1894","B50D95",12.76,127.6
"1895","B75F72",2.86285714285714,40.08
"1896","BGA043",2.79272727272727,30.72
"1897","BTV470",2.60571428571429,18.24
"1898","B85R53",2.60571428571429,18.24
"1899","B18K29",2.616,26.16
"1900","B10R85",2.76,38.64
"1901","B714A7",2.8,25.2
"1902","B10R80",2.60571428571429,18.24
"1903","BGA165",2.64,23.76
"1904","B28K78",2.67692307692308,34.8
"1905","B06N59",2.72,24.48
"1906","B55X19",2.7,32.4
"1907","BKQ133",2.76,38.64
"1908","B61G19",2.72,24.48
"1909","B06P92",2.50285714285714,17.52
"1910","B00F27",2.72,24.48
"1911","BWF601",2.8,25.2
"1912","B52D85",12.688,126.88
"1913","B28F13",2.60571428571429,18.24
"1914","B87W55",2.70857142857143,37.92
"1915","BHA042",2.7,32.4
"1916","B54X85",2.688,26.88
"1917","B04R72",2.76,22.08
"1918","B13K59",2.688,13.44
"1919","B67S86",2.88,51.84
"1920","B19N38",2.76,22.08
"1921","B02T30",2.76,16.56
"1922","B13F51",2.688,26.88
"1923","B06F89",2.56,23.04
"1924","B827E8",2.56,23.04
"1925","B05F65",2.85,22.8
"1926","BGD422",2.76,16.56
"1927","BGC043",2.76,22.08
"1928","B907D9",12.58,50.32
"1929","B24K90",2.58,20.64
"1930","BGC389",2.64,15.84
"1931","B19G18",2.58,20.64
"1932","BJE417",2.60571428571429,18.24
"1933","B55X00",2.67,21.36
"1934","B11K27",2.94,23.52
"1935","B818E3",2.70857142857143,18.96
"1936","B78W61",2.8,25.2
"1937","B85W21",2.76,22.08
"1938","B05F92",2.70857142857143,18.96
"1939","B501E0",2.64,15.84
"1940","B77E87",2.76,49.68
"1941","BGG657",3.03,24.24
"1942","B63N06",12.64,113.76
"1943","B10G29",2.70857142857143,37.92
"1944","B65A51",2.616,26.16
"1945","B47M28",2.72727272727273,30
"1946","BKP497",2.69647058823529,45.84
"1947","B08R21",2.70857142857143,18.96
"1948","B77E77",2.616,26.16
"1949","BFJ078",12.9142857142857,180.8
"1950","BGS698",2.7,32.4
"1951","B05R31",2.60571428571429,18.24
"1952","BUC707",2.8,25.2
"1953","B636A3",2.53090909090909,27.84
"1954","BFY740",2.85818181818182,31.44
"1955","B691D5",2.72,24.48
"1956","B51K67",2.58,20.64
"1957","BFZ503",2.91428571428571,20.4
"1958","B78X80",2.72,24.48
"1959","B54X57",2.70857142857143,18.96
"1960","B80B76",2.65818181818182,29.24
"1961","B47U07",2.50285714285714,17.52
"1962","B90F39",2.64,7.92
"1963","B63W27",12.616,126.16
"1964","B48F47",2.60571428571429,18.24
"1965","B98W70",2.64,15.84
"1966","BGC446",2.50285714285714,17.52
"1967","B55X12",2.70857142857143,18.96
"1968","B79A31",2.56615384615385,33.36
"1969","BGG597",3.12,18.72
"1970","B64E77",2.70857142857143,18.96
"1971","BKP576",2.92,52.56
"1972","BFH612",12.7927272727273,140.72
"1973","B43E20",12.64,75.84
"1974","B23R80",12.76,153.12
"1975","B06P89",2.49,19.92
"1976","BBU859",2.85,22.8
"1977","B19G96",3.12,6.24
"1978","B047C0",2.81142857142857,19.68
"1979","BFH810",12.48,112.32
"1980","B823E6",2.64,15.84
"1981","B54X00",2.58,10.32
"1982","B50D97",12.8,115.2
"1983","B56X20",2.85,22.8
"1984","B40V70",2.65714285714286,37.2
"1985","B78A45",2.81142857142857,19.68
"1986","BTV280",2.62153846153846,34.08
"1987","B59E77",12.5028571428571,87.52
"1988","B10G81",2.94,11.76
"1989","B19G83",2.8,25.2
"1990","B32K30",2.688,26.88
"1991","B43F60",2.805,44.88
"1992","B74F41",2.8,25.2
"1993","BFJ023",12.6769230769231,164.8
"1994","B72W21",12.64,75.84
"1995","B85P10",2.91428571428571,20.4
"1996","BKQ957",2.52,15.12
"1997","BLS813",2.48,22.32
"1998","BBS562",12.64,75.84
"1999","B40P57",12.7,152.4
"2000","B53K61",2.82,33.84
"2001","B46E33",12.688,126.88
"2002","B477A5",2.832,28.32
"2003","B937D0",12.8,115.2
"2004","BKZ629",2.72,24.48
"2005","B821E6",2.72727272727273,30
"2006","B08P76",2.76,16.56
"2007","B54W97",2.76,22.08
"2008","B631A5",2.688,13.44
"2009","B80F91",3.12,12.48
"2010","B49F65",2.62153846153846,34.08
"2011","B528E2",2.67,21.36
"2012","B48X88",2.88,25.92
"2013","BGG590",2.56,23.04
"2014","B72F57",2.7,32.4
"2015","B06P78",2.8,50.4
"2016","B47W87",2.688,13.44
"2017","B434A7",12.64,75.84
"2018","B18F81",2.91428571428571,20.4
"2019","B12K30",2.66181818181818,29.28
"2020","BLS260",2.64,15.84
"2021","BGT877",2.88,8.64
"2022","B527E6",2.688,13.44
"2023","BGA017",2.85,22.8
"2024","B37K01",2.76,27.6
"2025","B79A46",2.85818181818182,31.44
"2026","BBU946",2.688,13.44
"2027","B87W26",2.67,21.36
"2028","B33K45",2.86285714285714,40.08
"2029","B846A6",12.9236363636364,142.16
"2030","B56W82",2.70857142857143,18.96
"2031","B13K80",2.78769230769231,36.24
"2032","B13K03",2.76,38.64
"2033","BGD216",2.49,19.92
"2034","B10G60",2.67,21.36
"2035","B478E3",2.904,29.04
"2036","BWG023",2.82,33.84
"2037","B44A42",12.6618181818182,139.28
"2038","B841E8",2.688,26.88
"2039","B99P60",2.70857142857143,18.96
"2040","B67V90",2.616,26.16
"2041","B67A65",2.79272727272727,30.72
"2042","BGM437",12.76,76.56
"2043","BGB385",2.7,32.4
"2044","B76F73",2.81142857142857,19.68
"2045","B90P91",2.49,19.92
"2046","BBQ980",2.67692307692308,34.8
"2047","B44W87",2.67,21.36
"2048","BGG745",12.76,102.08
"2049","BJE127",2.94,11.76
"2050","B445A2",12.6057142857143,88.24
"2051","BBQ648",2.88,17.28
"2052","B56E49",3.12,12.48
"2053","B10R75",2.616,26.16
"2054","B13G22",2.76,27.6
"2055","BLS259",2.67692307692308,34.8
"2056","B546E6",2.832,28.32
"2057","B29P49",12.7272727272727,140
"2058","B512E9",2.96,26.64
"2059","BGA328",2.94,11.76
"2060","BWG940",2.76,22.08
"2061","B86R37",2.73230769230769,35.52
"2062","BTV733",2.616,26.16
"2063","BFJ031",12.8984615384615,167.68
"2064","B21W87",2.88,25.92
"2065","B38G09",2.64,23.76
"2066","B53L61",2.81142857142857,39.36
"2067","B61G91",2.7,32.4
"2068","BLS736",2.7,32.4
"2069","B71W67",2.92363636363636,32.16
"2070","B55L27",2.688,26.88
"2071","B11N13",2.72,24.48
"2072","B36F89",2.72,24.48
"2073","BKP297",2.64,15.84
"2074","B47U43",2.56615384615385,33.36
"2075","B45X97",2.65714285714286,37.2
"2076","B15K75",2.688,26.88
"2077","B55X86",2.832,14.16
"2078","B05K41",2.76,33.12
"2079","B23R36",12.9142857142857,90.4
"2080","B56W89",2.58,20.64
"2081","BFJ910",12.832,64.16
"2082","B87W03",2.76,22.08
"2083","B61W46",12.9890909090909,142.88
"2084","B54X12",2.91428571428571,20.4
"2085","BFJ953",12.832,128.32
"2086","B41V07",2.64,39.6
"2087","BWG148",2.7,32.4
"2088","BJE856",2.688,26.88
"2089","B51K06",2.86285714285714,40.08
"2090","B53A07",12.688,126.88
"2091","B02N41",2.92363636363636,32.16
"2092","B87W08",2.60571428571429,18.24
"2093","BKZ589",2.82,33.84
"2094","B28F95",2.64,15.84
"2095","BWG960",2.50285714285714,17.52
"2096","B59D43",12.64,75.84
"2097","B45E82",12.7,152.4
"2098","BGB370",2.56,23.04
"2099","B75F97",2.73882352941176,46.56
"2100","B06P90",2.82,33.84
"2101","B10G68",2.58,30.96
"2102","B63W28",12.7272727272727,140
"2103","B64X66",2.544,12.72
"2104","B03R88",12.52,75.12
"2105","B90P32",2.81142857142857,19.68
"2106","B51L21",2.60571428571429,18.24
"2107","B50E48",12.58,100.64
"2108","B42W07",12.64,75.84
"2109","B11G66",2.76,16.56
"2110","B67U49",2.70857142857143,18.96
"2111","B41V26",2.76,27.6
"2112","B36U37",2.81142857142857,39.36
"2113","BBU107",3.12,31.2
"2114","B918D9",2.94,23.52
"2115","B38U69",2.832,14.16
"2116","B57Z19",2.70857142857143,18.96
"2117","B35S86",2.72727272727273,30
"2118","BGC536",2.8,25.2
"2119","BHA479",2.832,28.32
"2120","B457C2",12.76,127.6
"2121","B31A00",12.7927272727273,140.72
"2122","B83W47",2.82,33.84
"2123","BJC036",2.76,11.04
"2124","B10N60",2.72727272727273,30
"2125","BGU420",2.73230769230769,35.52
"2126","B51L38",3.12,9.36
"2127","B47U99",2.81142857142857,19.68
"2128","BXY097",12.67,101.36
"2129","BQH989",2.60571428571429,18.24
"2130","BQH925",2.64,15.84
"2131","BGG427",2.688,26.88
"2132","B175F6",2.85,22.8
"2133","B29R17",12.688,126.88
"2134","BGB328",2.70857142857143,18.96
"2135","BGX578",2.88,17.28
"2136","B51L73",2.81142857142857,19.68
"2137","B13N02",2.616,26.16
"2138","B815D2",2.72727272727273,30
"2139","BKP606",2.50285714285714,17.52
"2140","B38G16",2.72727272727273,30
"2141","BLS147",2.544,25.44
"2142","B53L10",2.8,25.2
"2143","BUC272",2.52,15.12
"2144","B20U97",2.472,24.72
"2145","BLS411",2.64,31.68
"2146","B35W00",2.69647058823529,45.84
"2147","B402E5",2.94,23.52
"2148","BGD471",2.76,27.6
"2149","B13N86",2.76,33.12
"2150","BGD805",2.76,11.04
"2151","BLS292",2.904,29.04
"2152","BG228U",13.12,52.48
"2153","B49X58",2.76,16.56
"2154","B62Z63",2.91428571428571,20.4
"2155","B436D7",2.72727272727273,30
"2156","BU228M",13.12,26.24
"2157","B36G41",2.66181818181818,29.28
"2158","B13N20",2.72,24.48
"2159","BGN763",12.72,114.48
"2160","B84W62",2.49,19.92
"2161","B43V43",2.48,22.32
"2162","B16P43",12.82,153.84
"2163","B19G23",2.76,11.04
"2164","B80W58",2.72,24.48
"2165","B59D48",12.7272727272727,140
"2166","B57A40",2.91428571428571,20.4
"2167","B70W15",12.976,129.76
"2168","B04X48",2.64,23.76
"2169","B594C0",2.67,21.36
"2170","B5L555",2.72727272727273,30
"2171","BJC520",2.73230769230769,35.52
"2172","BFZ486",2.688,26.88
"2173","B50X75",2.976,29.76
"2174","B66A85",2.88,34.56
"2175","B80A25",2.76,27.6
"2176","B04R10",2.8,25.2
"2177","B73W28",2.64,23.76
"2178","B42W87",2.91428571428571,20.4
"2179","B41W15",2.76,5.52
"2180","B74W87",2.91428571428571,20.4
"2181","B38U95",3.12,15.6
"2182","B06P97",2.94,11.76
"2183","B26V19",12.688,63.44
"2184","B54X95",2.688,26.88
"2185","B76B87",2.51833333333333,15.11
"2186","B06G45",2.70857142857143,18.96
"2187","B094E7",2.76,22.08
"2188","B06F79",2.88,17.28
"2189","B40P28",12.58,50.32
"2190","B11K97",2.904,29.04
"2191","B85P11",2.904,29.04
"2192","B06F96",2.76,22.08
"2193","B43F27",2.73230769230769,35.52
"2194","B27F50",2.78769230769231,36.24
"2195","B529A7",2.72,24.48
"2196","B39C51",2.88,25.92
"2197","B56L19",2.90823529411765,49.44
"2198","BGD840",2.66181818181818,29.28
"2199","BGB980",2.64,23.76
"2200","B67X59",2.76,27.6
"2201","B13N23",2.59636363636364,28.56
"2202","B40F49",2.81142857142857,19.68
"2203","BLS282",2.52,15.12
"2204","BGB396",2.67,21.36
"2205","B073C5",2.85,22.8
"2206","BGB200",2.64,23.76
"2207","BQH042",2.52,15.12
"2208","B53X87",2.76,27.6
"2209","BFJ925",12.52,75.12
"2210","B75F95",2.66181818181818,29.28
"2211","B49U91",2.544,12.72
"2212","B04R63",2.72,24.48
"2213","B11S93",12.688,190.32
"2214","B39W01",2.76,27.6
"2215","BQ228G",12.52,75.12
"2216","B38G76",2.65714285714286,37.2
"2217","B771C2",2.832,14.16
"2218","B24P62",12.7927272727273,140.72
"2219","BBY613",2.64,23.76
"2220","BNE825",2.79272727272727,30.72
"2221","B12K99",2.76,27.6
"2222","B38G72",2.62153846153846,34.08
"2223","B144B7",12.544,125.44
"2224","BFH405",12.832,192.48
"2225","B97Q82",2.72,24.48
"2226","B494E2",2.67,21.36
"2227","B90P78",2.56,23.04
"2228","B89B90",2.5775,10.31
"2229","BFE067",2.688,13.44
"2230","BWG933",2.58,20.64
"2231","B753E2",2.64,31.68
"2232","B572A6",2.59636363636364,28.56
"2233","BLS482",2.81142857142857,19.68
"2234","B79A68",2.53090909090909,27.84
"2235","B14F91",2.76,27.6
"2236","BGB308",2.64,31.68
"2237","B640A8",2.52,15.12
"2238","B56L83",2.92363636363636,32.16
"2239","B527E0",2.67,21.36
"2240","B78E59",2.784,41.76
"2241","B07P96",2.616,26.16
"2242","B78W32",2.64,15.84
"2243","B28F36",2.89846153846154,37.68
"2244","B54X79",2.79272727272727,30.72
"2245","BQH966",2.544,12.72
"2246","BQH979",2.688,13.44
"2247","B12F43",2.64,15.84
"2248","B06P15",2.832,28.32
"2249","B49V72",2.70857142857143,18.96
"2250","B407C1",12.688,126.88
"2251","B093E9",2.59636363636364,28.56
"2252","B24D47",2.64,23.76
"2253","BFJ968",12.7085714285714,88.96
"2254","B88W83",2.70857142857143,18.96
"2255","B51K45",3.12,12.48
"2256","B53L32",2.64,23.76
"2257","BGX698",2.832,14.16
"2258","B66P37",12.76,127.6
"2259","B02T48",2.70857142857143,37.92
"2260","B06P62",2.85818181818182,31.44
"2261","B06X45",2.52,15.12
"2262","B59L10",2.67692307692308,34.8
"2263","B88W52",2.60571428571429,36.48
"2264","BTV778",2.58,10.32
"2265","BWG455",2.616,26.16
"2266","B831E2",2.72,24.48
"2267","B85B82",12.5028571428571,87.52
"2268","BLS247",2.8,25.2
"2269","B08R86",2.8,25.2
"2270","B71W13",12.688,63.44
"2271","B55X91",2.544,25.44
"2272","B839E9",2.64,7.92
"2273","B47X68",2.79272727272727,30.72
"2274","B80W59",2.70857142857143,18.96
"2275","BFT481",2.544,25.44
"2276","B76A49",2.76,38.64
"2277","B67U78",2.81142857142857,19.68
"2278","B46Z31",2.49,19.92
"2279","BGA095",2.56,23.04
"2280","BKQ045",2.544,12.72
"2281","B36G21",2.784,41.76
"2282","B33W72",2.85818181818182,31.44
"2283","BXY361",12.8114285714286,89.68
"2284","B13N65",2.53090909090909,27.84
"2285","B51A45",12.976,64.88
"2286","B11G33",2.59636363636364,28.56
"2287","B46E41",2.76,22.08
"2288","B67X95",2.832,14.16
"2289","B67E83",2.7,32.4
"2290","B51K03",2.56,23.04
"2291","B704A0",2.78769230769231,36.24
"2292","B57L82",2.76,27.6
"2293","B07R26",13,78
"2294","B801E6",2.56615384615385,33.36
"2295","BKQ110",2.688,26.88
"2296","B13K13",2.76,33.12
"2297","B19R96",2.76,44.16
"2298","B36F40",2.67,21.36
"2299","B60N42",2.67,21.36
"2300","BFZ529",2.64,23.76
"2301","B763E7",2.76,16.56
"2302","B551E0",2.976,29.76
"2303","B53F73",2.64,31.68
"2304","BFE075",2.64,23.76
"2305","BTV779",2.688,13.44
"2306","B53F28",2.832,28.32
"2307","B89B75",2.63666666666667,15.82
"2308","BGR153",2.88,8.64
"2309","BBT173",2.64,23.76
"2310","BWF607",2.52,15.12
"2311","BKQ956",2.832,28.32
"2312","B40P19",12.8430769230769,166.96
"2313","B18F08",2.544,25.44
"2314","B05G17",2.58,20.64
"2315","B51L27",2.76,22.08
"2316","B19G82",2.8,25.2
"2317","B04R12",2.52,15.12
"2318","B76F81",2.88,17.28
"2319","B76F65",2.64,23.76
"2320","B06G79",2.67692307692308,34.8
"2321","B46E70",12.76,127.6
"2322","B91P82",2.592,38.88
"2323","BFH589",13.0171428571429,91.12
"2324","B10R19",2.84307692307692,36.96
"2325","B74A75",2.79272727272727,30.72
"2326","BY2666",2.70857142857143,18.96
"2327","BKZ845",2.70857142857143,18.96
"2328","B53E36",12.616,126.16
"2329","BJC487",2.78117647058824,47.28
"2330","B13K83",2.64,31.68
"2331","B57L88",2.88,17.28
"2332","B53F83",2.76,11.04
"2333","BMX162",2.70857142857143,18.96
"2334","B63N58",12.64,75.84
"2335","B89B58",2.63666666666667,23.73
"2336","B26K01",2.76,27.6
"2337","B39A57",12.6618181818182,139.28
"2338","B18F73",2.76,33.12
"2339","BJB376",2.67692307692308,34.8
"2340","B32A02",12.985,207.76
"2341","BBR247",12.8114285714286,179.36
"2342","B13K85",2.65714285714286,37.2
