"","taxi_no","avg_fare_per_trip","total_fare"
"3891","B63W47",2.64,7.92
"3892","B45E47",2.67,21.36
"3893","B57L61",2.91428571428571,40.8
"3894","B788E0",2.56,23.04
"3895","B49F76",2.59636363636364,28.56
"3896","BLA017",2.72,24.48
"3897","B27P56",12.5309090909091,137.84
"3898","BFE152",2.67,21.36
"3899","B14K93",2.64,31.68
"3900","B98G17",2.76,11.04
"3901","B86W28",2.62153846153846,34.08
"3902","B59E80",12.67,101.36
"3903","BLK435",2.688,13.44
"3904","B79A97",2.50285714285714,17.52
"3905","B48W99",2.544,25.44
"3906","BYV473",2.55777777777778,23.02
"3907","B24F08",2.79272727272727,30.72
"3908","B62V65",3.03,24.24
"3909","B05K40",2.64,15.84
"3910","B25K35",2.8,25.2
"3911","BHJ711",2.76,27.6
"3912","BWG027",2.60571428571429,18.24
"3913","B04R25",2.76,11.04
"3914","B20R02",12.58,50.32
"3915","BGB206",2.82,33.84
"3916","B08R79",2.64,31.68
"3917","B59D58",12.85,102.8
"3918","B78E17",2.79272727272727,30.72
"3919","B13G15",2.60571428571429,18.24
"3920","B822A1",12.544,62.72
"3921","BFH816",12.8,115.2
"3922","B74A79",3.01714285714286,21.12
"3923","B22A38",12.64,113.76
"3924","B489A7",2.72,24.48
"3925","BKN479",2.76,16.56
"3926","B04P03",2.544,12.72
"3927","B53A76",12.7927272727273,140.72
"3928","BWG073",2.616,26.16
"3929","B17S73",2.76,16.56
"3930","BKQ905",2.7,32.4
"3931","BKP515",2.65714285714286,37.2
"3932","BGB993",2.91428571428571,20.4
"3933","BGX545",2.50285714285714,17.52
"3934","BVV535",2.8,25.2
"3935","BGS552",2.688,13.44
"3936","B40F07",2.60571428571429,18.24
"3937","BGB397",2.88,17.28
"3938","BGD452",2.85,22.8
"3939","B42F49",2.81142857142857,19.68
"3940","BNE858",2.688,26.88
"3941","B35S13",2.64,7.92
"3942","B90W39",2.88,34.56
"3943","B43W47",3,18
"3944","B42W35",2.64,15.84
"3945","BGR566",2.70857142857143,18.96
"3946","BGS665",2.88,34.56
"3947","BBT209",2.50285714285714,17.52
"3948","B89E80",2.49,19.92
"3949","BKZ568",2.50285714285714,17.52
"3950","B42U75",2.52,15.12
"3951","B43X93",2.64,15.84
"3952","BLS249",2.67692307692308,34.8
"3953","B67S87",2.76,27.6
"3954","BFZ838",2.544,12.72
"3955","B89E49",2.58,10.32
"3956","BGJ690",2.688,13.44
"3957","B79A62",2.67,21.36
"3958","BGD440",2.73230769230769,35.52
"3959","BGD207",2.64,23.76
"3960","BJC957",3.12,6.24
"3961","B31X72",2.58,20.64
"3962","BGC568",2.832,14.16
"3963","B49W35",2.76,16.56
"3964","BHP791",2.88,8.64
"3965","BBT313",2.56,23.04
"3966","B28F15",2.60571428571429,18.24
"3967","BGG446",2.66181818181818,29.28
"3968","BYV485",2.66625,21.33
"3969","B49L47",2.67,21.36
"3970","B846D3",12.67,101.36
"3971","B42U91",2.736,41.04
"3972","B05G51",2.616,26.16
"3973","B138A0",2.76,11.04
"3974","B37K22",2.52,15.12
"3975","B43F52",2.58,10.32
"3976","B40E57",2.81142857142857,19.68
"3977","B62U01",2.544,12.72
"3978","B14K30",2.60571428571429,18.24
"3979","B54W17",2.688,26.88
"3980","B51L89",2.7,32.4
"3981","B49G90",2.52,15.12
"3982","B63E88",2.544,25.44
"3983","B08F49",2.60571428571429,18.24
"3984","BGN367",12.7272727272727,140
"3985","BLS862",2.76,22.08
"3986","BGT296",2.616,26.16
"3987","B254E9",2.67,21.36
"3988","B07R11",12.8984615384615,167.68
"3989","BKQ331",2.976,14.88
"3990","BBQ833",3.12,12.48
"3991","B089E8",2.832,28.32
"3992","B56W56",2.616,26.16
"3993","B08F02",2.67,21.36
"3994","B02T29",2.72727272727273,30
"3995","B11S20",12.832,128.32
"3996","B578E9",2.76,11.04
"3997","B68W91",2.60571428571429,18.24
"3998","BFZ816",2.76,5.52
"3999","B563E7",2.58,10.32
"4000","BBQ023",12.76,25.52
"4001","BFZ562",2.49,19.92
"4002","B10G46",2.76,11.04
"4003","B56L27",2.58,10.32
"4004","B06F50",2.76,22.08
"4005","B74W35",12.6215384615385,164.08
"4006","B72E97",2.49,19.92
"4007","BTV776",3.12,3.12
"4008","B06G80",2.72727272727273,30
"4009","B50E32",12.76,102.08
"4010","BWG206",2.64,15.84
"4011","B20S62",2.50285714285714,17.52
"4012","BLS856",2.76,22.08
"4013","BKX346",2.66181818181818,29.28
"4014","BFZ545",2.48,22.32
"4015","BGB382",2.70857142857143,18.96
"4016","B106A5",2.64,7.92
"4017","BNE413",2.688,13.44
"4018","B64V52",12.5963636363636,138.56
"4019","B11K17",2.76,16.56
"4020","BKP801",2.8,25.2
"4021","BFZ740",2.472,24.72
"4022","B51L63",2.72727272727273,30
"4023","B78F96",3.12,6.24
"4024","B10G53",2.58,20.64
"4025","B86R98",2.58,10.32
"4026","B76E62",2.76,38.64
"4027","B81E87",2.70857142857143,18.96
"4028","B02T49",2.688,13.44
"4029","B544B7",2.67,21.36
"4030","B56X97",2.616,26.16
"4031","BWF880",2.56,23.04
"4032","B83E86",2.53090909090909,27.84
"4033","B34X07",12.96,116.64
"4034","BKT353",2.76,38.64
"4035","B62S95",2.616,26.16
"4036","BGS062",2.76,16.56
"4037","B99G41",2.73230769230769,35.52
"4038","BGG457",2.51076923076923,32.64
"4039","B50E27",12.64,151.68
"4040","B167F8",2.91428571428571,20.4
"4041","B78W90",2.67,21.36
"4042","BGH147",2.88,8.64
"4043","BGC530",2.79272727272727,30.72
"4044","B49W90",2.64,15.84
"4045","B48W46",2.81142857142857,19.68
"4046","B49W22",3.12,21.84
"4047","B34X92",12.56,113.04
"4048","BJE878",2.784,41.76
"4049","BKN349",2.76,22.08
"4050","BWG026",2.70857142857143,18.96
"4051","B22F43",2.904,29.04
"4052","BWG069",2.67,21.36
"4053","B824E5",2.64,23.76
"4054","BKZ696",2.832,28.32
"4055","B26K40",2.688,13.44
"4056","B88W56",2.52,15.12
"4057","B08F39",2.70857142857143,18.96
"4058","BGC480",2.60571428571429,18.24
"4059","B829E7",2.78769230769231,36.24
"4060","B10G28",2.64,15.84
"4061","B42U37",2.64,15.84
"4062","BKZ532",2.616,26.16
"4063","B0M928",2.86285714285714,40.08
"4064","B77E28",3.12,6.24
"4065","B566E0",2.60571428571429,18.24
"4066","BGR147",2.58,10.32
"4067","B29R71",12.76,153.12
"4068","B850A2",12.64,75.84
"4069","BGC317",2.58,10.32
"4070","BGA018",2.48,22.32
"4071","B43F66",2.70857142857143,18.96
"4072","BGX593",2.7,32.4
"4073","B71E42",2.56,23.04
"4074","B00G72",2.64,7.92
"4075","B00G22",2.91428571428571,20.4
"4076","B90F47",2.88,8.64
"4077","B33U27",2.76,16.56
"4078","B84F95",3.12,28.08
"4079","B52E67",2.72,24.48
"4080","B30W49",2.53090909090909,27.84
"4081","BBQ147",13,78
"4082","B21X75",2.64,31.68
"4083","B73W35",2.88,8.64
"4084","B47W21",3.048,30.48
"4085","B61W49",3.12,18.72
"4086","BHA505",2.76,16.56
"4087","BHA677",2.88,8.64
"4088","B72W77",12.7085714285714,88.96
"4089","B594A6",2.58,20.64
"4090","B18K53",2.64,31.68
"4091","B02T07",2.96,26.64
"4092","B14E47",2.56615384615385,33.36
"4093","B54E40",2.544,12.72
"4094","BKZ640",2.64,7.92
"4095","B67E82",2.688,26.88
"4096","B99P36",2.76,27.6
"4097","BBT307",2.76,16.56
"4098","B50E23",12.5028571428571,87.52
"4099","B35S38",2.70857142857143,18.96
"4100","B52D98",12.88,77.28
"4101","B47W67",2.94,58.8
"4102","B517A3",2.8,25.2
"4103","B78W82",2.76,16.56
"4104","B75F48",2.46545454545455,27.12
"4105","B04R01",2.688,26.88
"4106","B24F46",2.88,25.92
"4107","B55X23",2.496,37.44
"4108","B091E9",2.79272727272727,30.72
"4109","BKL176",2.76,38.64
"4110","B08F56",2.52,15.12
"4111","B52W42",2.88,17.28
"4112","B52W28",2.89846153846154,37.68
"4113","B48W01",3.12,9.36
"4114","B821A9",12.64,75.84
"4115","B72F43",2.58,10.32
"4116","B37K41",2.688,13.44
"4117","B715E3",2.688,13.44
"4118","B90P17",2.85,22.8
"4119","B77E48",2.64,31.68
"4120","B75E70",2.91428571428571,40.8
"4121","B063E3",2.76,22.08
"4122","B02T46",2.7,32.4
"4123","B86P26",2.64,23.76
"4124","B13G12",2.50285714285714,17.52
"4125","B78F71",2.88,17.28
"4126","B18F30",2.59636363636364,28.56
"4127","B74E57",2.58,20.64
"4128","B51L41",2.616,26.16
"4129","B53L58",2.688,13.44
"4130","BKL171",3.12,6.24
"4131","BKX371",2.76,27.6
"4132","B41F79",2.58,20.64
"4133","BJC400",2.60571428571429,18.24
"4134","B02U41",2.544,25.44
"4135","B59E99",12.8114285714286,89.68
"4136","B179F8",2.78769230769231,36.24
"4137","BTV691",3.12,15.6
"4138","BGN271",12.7323076923077,165.52
"4139","BBS445",12.67,101.36
"4140","B32K92",2.79272727272727,30.72
"4141","BGH025",2.64,23.76
"4142","B62E28",2.64,23.76
"4143","B797A1",12.64,75.84
"4144","B41W68",2.70857142857143,18.96
"4145","B54Z72",2.88,8.64
"4146","B22P46",12.688,126.88
"4147","BGB325",3.12,12.48
"4148","B04F20",2.67,21.36
"4149","B32A06",12.64,37.92
"4150","B417E7",2.76,11.04
"4151","BTV685",2.81142857142857,19.68
"4152","B09G78",3.12,28.08
"4153","B49F22",2.52,15.12
"4154","B02R65",12.8114285714286,89.68
"4155","BNE848",2.48,22.32
"4156","B41U27",2.88,17.28
"4157","BGA198",2.56,23.04
"4158","BFE097",2.64,23.76
"4159","BBS245",2.58,10.32
"4160","B91P28",2.79272727272727,30.72
"4161","B792E6",2.688,13.44
"4162","BQH955",2.85818181818182,31.44
"4163","B27P09",12.67,101.36
"4164","BKP641",2.688,13.44
"4165","B59L31",2.85,22.8
"4166","BKQ909",2.50285714285714,17.52
"4167","B58L43",3.12,15.6
"4168","BGD457",2.616,26.16
"4169","B13K77",2.52,15.12
"4170","B10G12",2.76,22.08
"4171","B73W27",2.94,11.76
"4172","B36U27",2.832,14.16
"4173","BBS233",2.64,15.84
"4174","BFZ517",2.67,21.36
"4175","BBV239",2.56,23.04
"4176","B13W52",2.50285714285714,17.52
"4177","B06P13",2.64,31.68
"4178","B54X65",2.72,24.48
"4179","B36U41",3.12,15.6
"4180","BHN955",2.76,27.6
"4181","B38G56",2.88,8.64
"4182","B01E45",2.67692307692308,34.8
"4183","BTV182",2.688,13.44
"4184","BGA029",2.58,20.64
"4185","B56W61",2.688,13.44
"4186","B76E88",2.67,21.36
"4187","B33A50",12.688,63.44
"4188","BBS081",2.544,12.72
"4189","B46U02",2.67,21.36
"4190","BGA107",2.688,13.44
"4191","B56L81",2.85,22.8
"4192","B64P70",12.688,63.44
"4193","BTW947",2.64,15.84
"4194","B05R56",2.66181818181818,29.28
"4195","B78E60",2.544,12.72
"4196","B14F85",2.544,12.72
"4197","B49W39",2.76,27.6
"4198","B47W69",2.62153846153846,34.08
"4199","BGT470",2.544,12.72
"4200","B62E77",2.67,21.36
"4201","B67X32",2.64,7.92
"4202","B17F43",2.81142857142857,19.68
"4203","B05P99",2.67692307692308,34.8
"4204","BBT245",2.76,16.56
"4205","B36U19",3.12,6.24
"4206","B34U50",2.976,14.88
"4207","B57D09",12.7272727272727,140
"4208","BBS555",12.67,101.36
"4209","B093E8",2.832,14.16
"4210","B26K07",2.832,14.16
"4211","B198F5",2.7,32.4
"4212","B14K50",2.85,22.8
"4213","BKX072",2.70857142857143,18.96
"4214","BWG007",2.544,12.72
"4215","B81W43",2.50285714285714,17.52
"4216","B75F65",2.64,15.84
"4217","B79A57",2.544,12.72
"4218","B437E5",3,18
"4219","B63N00",12.7927272727273,140.72
"4220","B04F81",2.48,22.32
"4221","B177F2",2.85,22.8
"4222","BHA371",2.48,22.32
"4223","B35S30",2.976,14.88
"4224","BKL230",2.688,13.44
"4225","B04R17",2.79272727272727,30.72
"4226","BLS471",2.72,24.48
"4227","B18F02",2.76,22.08
"4228","B31E47",2.67,21.36
"4229","B41F50",2.76,33.12
"4230","B53K73",2.544,12.72
"4231","BGD735",2.72,24.48
"4232","BHA313",2.73230769230769,35.52
"4233","BBY628",2.688,26.88
"4234","B517A6",2.76,33.12
"4235","B08R99",2.49,19.92
"4236","BTV698",2.70857142857143,18.96
"4237","B72W67",12.76,102.08
"4238","B36G92",2.50285714285714,17.52
"4239","BLS888",2.52,15.12
"4240","BKQ063",2.76,11.04
"4241","B98Q43",2.70857142857143,18.96
"4242","BGN299",12.52,75.12
"4243","B37W42",12.72,114.48
"4244","B66Z99",2.89846153846154,37.68
"4245","B570C1",2.85,22.8
"4246","B416B7",2.64,7.92
"4247","B06P81",2.72,24.48
"4248","B20S21",2.88,8.64
"4249","B74W03",12.8,115.2
"4250","B47F67",2.52,15.12
"4251","B27D47",12.688,126.88
"4252","BJC510",2.60571428571429,18.24
"4253","B72F12",2.616,26.16
"4254","BGB945",2.88,25.92
"4255","B36S36",2.72,24.48
"4256","B148F8",2.76,33.12
"4257","BYW541",12.472,124.72
"4258","B19G17",2.67,21.36
"4259","B540E6",2.625,42
"4260","B011E2",2.52,15.12
"4261","BBV293",2.70857142857143,18.96
"4262","BGG673",2.76,11.04
"4263","BGD476",2.59636363636364,28.56
"4264","B56L76",2.976,14.88
"4265","B79W47",2.56,23.04
"4266","BGG661",2.76,16.56
"4267","B33U28",2.688,13.44
"4268","B699D9",2.76,16.56
"4269","B89B33",2.87333333333333,17.24
"4270","B19G56",2.7,32.4
"4271","B77E42",2.832,14.16
"4272","B54X42",2.64,23.76
"4273","B70P22",12.88,38.64
"4274","BYV065",2.60285714285714,18.22
"4275","B534C0",2.76,27.6
"4276","B565C0",2.8,25.2
"4277","BHV733",2.91428571428571,20.4
"4278","BKZ526",2.81142857142857,19.68
"4279","B04R80",2.76,27.6
"4280","B19G71",2.67692307692308,34.8
"4281","B22P78",12.8114285714286,89.68
"4282","B78W35",2.58,20.64
"4283","BTV639",2.60571428571429,36.48
"4284","BJ228L",12.64,113.76
"4285","B02K46",2.66181818181818,29.28
"4286","B40P02",12.688,63.44
"4287","BGR432",2.60571428571429,18.24
"4288","B032F7",2.99294117647059,50.88
"4289","B178F7",2.91428571428571,20.4
"4290","B52D95",12.8581818181818,141.44
"4291","BJE003",2.76,27.6
"4292","B528A2",2.67692307692308,34.8
"4293","B37G78",2.79272727272727,30.72
"4294","B24P01",12.64,37.92
"4295","B56X92",2.58,30.96
"4296","BGD803",2.85,22.8
"4297","B14F69",2.85,22.8
"4298","B18K19",2.64,15.84
"4299","B472E5",2.64,23.76
"4300","B28F12",2.58,20.64
"4301","BFH440",12.76,127.6
"4302","BLS276",2.58,20.64
"4303","BKP601",2.76,16.56
"4304","BGS883",2.976,14.88
"4305","B30M33",2.64,23.76
"4306","B37K77",2.56,23.04
"4307","B29U96",2.88,8.64
"4308","B44D13",12.64,75.84
"4309","B79A16",2.48,22.32
"4310","BNE847",2.64,7.92
"4311","BKQ903",2.76,22.08
"4312","B99R21",2.60571428571429,18.24
"4313","B53L28",2.688,26.88
"4314","BFJ982",12.67,101.36
"4315","B02T79",2.48,22.32
"4316","B27F30",2.72727272727273,30
"4317","BGC281",2.64,15.84
"4318","B505E7",2.85,22.8
"4319","BTV509",2.76,27.6
"4320","BYV306",2.66625,21.33
"4321","B49U42",2.70857142857143,18.96
"4322","BKT359",2.76,27.6
"4323","B49F45",2.76,11.04
"4324","B51K16",2.70857142857143,18.96
"4325","B05P66",3.12,12.48
"4326","B90F95",2.64,15.84
"4327","B00G31",2.76,22.08
"4328","B00G70",2.76,16.56
"4329","B90F27",2.88,8.64
"4330","B99F82",2.688,13.44
"4331","B00G29",3.12,9.36
"4332","B99F95",2.92363636363636,32.16
"4333","B00G25",3.12,12.48
"4334","B34U10",2.832,14.16
"4335","B24U80",2.67,21.36
"4336","B23W07",2.72,24.48
"4337","B80B27",2.63666666666667,15.82
"4338","B07F13",2.64,15.84
"4339","BGN377",12.7,152.4
"4340","B471C3",12.58,50.32
"4341","B32A47",12.76,51.04
"4342","B88W02",2.544,25.44
"4343","B06P87",2.544,12.72
"4344","B87W35",2.94,11.76
"4345","B44P16",3.12,6.24
"4346","B57W25",2.52,30.24
"4347","BKQ096",2.688,26.88
"4348","BXY346",12.64,151.68
"4349","B784D5",12.88,38.64
"4350","B85B00",12.88,38.64
"4351","B194F7",2.81142857142857,19.68
"4352","B63U25",2.60571428571429,18.24
"4353","BTV342",2.544,12.72
"4354","B89B40",2.826,14.13
"4355","B99R30",2.85,22.8
"4356","B24K53",2.76,38.64
"4357","B67E69",2.67,21.36
"4358","B00G97",2.76,22.08
"4359","B90F53",2.76,11.04
"4360","B24U37",3,18
"4361","BGC280",2.94,11.76
"4362","B04N35",2.52,15.12
"4363","B00G38",2.58,10.32
"4364","B34U43",2.76,11.04
"4365","B878D7",2.88,17.28
"4366","B540C6",3.12,12.48
"4367","B424C0",3.01714285714286,21.12
"4368","B502C2",2.52,15.12
"4369","B17F56",2.544,12.72
"4370","B98G45",2.56,23.04
"4371","B43F89",2.52,15.12
"4372","BKQ987",2.616,26.16
"4373","BGG572",2.688,26.88
"4374","BFE227",2.49,19.92
"4375","B41F23",2.60571428571429,18.24
"4376","B00G50",3.12,12.48
"4377","B99F52",2.904,29.04
"4378","B09G50",2.58,10.32
"4379","B09G00",2.88,17.28
"4380","B86F57",2.60571428571429,18.24
"4381","B90F87",3.12,18.72
"4382","B99F15",2.688,13.44
"4383","B857D1",2.76,11.04
"4384","B871D0",2.88,8.64
"4385","B923D3",2.832,14.16
"4386","BKP473",2.58,20.64
"4387","BGC663",2.67,21.36
"4388","B50W97",2.88,17.28
"4389","B51W95",2.76,11.04
"4390","B56L82",2.70857142857143,18.96
"4391","B683D2",2.472,24.72
"4392","BGC450",2.78769230769231,36.24
"4393","BLS197",2.56,23.04
"4394","B83F15",2.688,26.88
"4395","B71X45",2.59636363636364,28.56
"4396","BKX149",2.60571428571429,18.24
"4397","B44E47",2.688,13.44
"4398","B70W17",12.616,126.16
"4399","B80W21",2.52,15.12
"4400","BKQ142",2.72727272727273,30
"4401","B34G98",2.66181818181818,29.28
"4402","BFZ450",2.70857142857143,18.96
"4403","B62S80",2.58,20.64
"4404","BLS846",2.72,24.48
"4405","BGG640",2.51076923076923,32.64
"4406","BYV448",2.5775,10.31
"4407","B80B79",2.755,11.02
"4408","B49V68",2.58,10.32
"4409","B59K45",2.64,7.92
"4410","B38G07",2.64,15.84
"4411","BFJ920",12.72,114.48
"4412","B088E2",2.85,22.8
"4413","B343E7",2.60571428571429,18.24
"4414","BFH823",12.58,100.64
"4415","BFE250",2.60571428571429,18.24
"4416","B15K08",2.79272727272727,30.72
"4417","B923D9",2.67,21.36
"4418","B903D0",2.82,33.84
"4419","B894D1",2.94,11.76
"4420","BKQ958",2.79272727272727,30.72
"4421","B62S90",2.76,22.08
"4422","B59A42",12.76,51.04
"4423","B42U97",2.76,11.04
"4424","B49W07",2.85818181818182,31.44
"4425","BYV460",2.71555555555556,24.44
"4426","BGR523",2.76,16.56
"4427","B842D3",12.5963636363636,138.56
"4428","BLS878",2.616,26.16
"4429","B760A7",12.48,112.32
"4430","B26K29",2.70857142857143,18.96
"4431","B67E68",2.76,11.04
"4432","B59W92",2.832,14.16
"4433","B19G95",2.64,23.76
"4434","B66P35",12.64,113.76
"4435","B29S01",2.81142857142857,19.68
"4436","B67G57",2.72727272727273,30
"4437","B64V62",12.67,101.36
"4438","B19R85",3.12,3.12
"4439","B19G92",2.79272727272727,30.72
"4440","BJC955",2.72,24.48
"4441","BKZ625",2.58,10.32
"4442","B950D8",12.6215384615385,164.08
"4443","B56X02",2.472,24.72
"4444","B13X27",2.51076923076923,32.64
"4445","B22P86",12.616,126.16
"4446","B91G31",2.49,19.92
"4447","BKT142",2.616,26.16
"4448","B17F30",2.76,11.04
"4449","B81B59",2.63666666666667,7.91
"4450","BPL981",2.52,15.12
"4451","B90F07",2.67,21.36
"4452","B90F46",2.58,10.32
"4453","B90F45",2.85818181818182,31.44
"4454","BMZ780",2.688,13.44
"4455","B29S25",2.64,15.84
"4456","B33A40",12.52,75.12
"4457","B05F06",2.58,20.64
"4458","B3N138",2.70857142857143,18.96
"4459","B45W51",3.12,15.6
"4460","B52W31",2.85,22.8
"4461","B44P18",2.81142857142857,19.68
"4462","B42U07",2.60571428571429,18.24
"4463","B59W99",2.50285714285714,17.52
"4464","B05P23",2.58,20.64
"4465","B829E1",2.76,16.56
"4466","B53L63",2.50285714285714,17.52
"4467","B72W61",2.76,5.52
"4468","BKK607",2.688,13.44
"4469","BHV785",2.64,7.92
"4470","BHV755",2.76,22.08
"4471","B42U35",2.688,26.88
"4472","B83B56",2.684,13.42
"4473","B70A92",2.544,12.72
"4474","B05R61",2.66181818181818,29.28
"4475","B50X37",2.832,28.32
"4476","B67G73",2.616,26.16
"4477","B417C2",12.64,75.84
"4478","BGD487",2.58,20.64
"4479","B82W71",2.76,22.08
"4480","B925D6",12.58,100.64
"4481","BJD512",2.91428571428571,20.4
"4482","BQG565",2.58,10.32
"4483","B808E9",2.58,20.64
"4484","BBV280",2.60571428571429,18.24
"4485","BBU347",2.66181818181818,29.28
"4486","B35G89",2.544,25.44
"4487","B06F99",2.88,17.28
"4488","BFE933",2.76,11.04
"4489","BBT677",2.64,23.76
"4490","B08R77",2.48,22.32
"4491","B99R81",2.736,41.04
"4492","B170F8",2.688,26.88
"4493","B86B39",12.7,152.4
"4494","B12K36",2.66181818181818,29.28
"4495","BX228W",12.58,100.64
"4496","B469D2",12.56,113.04
"4497","BGH015",2.81142857142857,19.68
"4498","B759A2",12.56,113.04
"4499","B46A07",12.64,113.76
"4500","B17F91",2.70857142857143,37.92
"4501","B50D62",12.5963636363636,138.56
"4502","BTV088",2.58,20.64
"4503","B67U62",2.67,21.36
"4504","B24K56",2.76,22.08
"4505","B074F1",2.688,13.44
"4506","BBU289",2.94,11.76
"4507","B899D2",2.76,5.52
"4508","BFZ886",2.70857142857143,18.96
"4509","B53E08",12.58,50.32
"4510","B58W02",2.688,13.44
"4511","BFJ027",12.5028571428571,87.52
"4512","B35W59",2.76,5.52
"4513","B18F86",2.64,7.92
"4514","B45D46",12.76,25.52
"4515","B42W33",2.67,21.36
"4516","B144C1",2.56,23.04
"4517","BBU146",2.688,13.44
"4518","B37K70",2.688,13.44
"4519","BKX107",2.52,15.12
"4520","B00G11",3.12,9.36
"4521","BKZ600",2.70857142857143,18.96
"4522","BHA366",2.60571428571429,18.24
"4523","B19G88",2.688,26.88
"4524","B19G31",2.64,15.84
"4525","B89F11",2.688,26.88
"4526","BBS433",12.58,50.32
"4527","B543A7",12.58,100.64
"4528","BKZ557",2.73230769230769,35.52
"4529","B758E7",2.64,15.84
"4530","B20S57",2.60571428571429,18.24
"4531","B447A2",2.832,14.16
"4532","B54X73",2.64,23.76
"4533","B556E0",2.76,33.12
"4534","B18F91",2.544,12.72
"4535","B74F53",2.50285714285714,17.52
"4536","B34U48",2.76,5.52
"4537","B542C3",2.58,10.32
"4538","B08F98",2.76,16.56
"4539","B79A26",2.8,25.2
"4540","BBT291",2.472,24.72
"4541","B726C7",3.12,15.6
"4542","B80E48",2.67692307692308,34.8
"4543","BBV341",2.76,11.04
"4544","BKL332",2.94,23.52
"4545","BKL732",2.76,16.56
"4546","B51G40",2.52,15.12
"4547","B79A32",2.60571428571429,18.24
"4548","B81B42",2.79444444444444,25.15
"4549","B04K52",2.58,30.96
"4550","B68X49",2.85,22.8
"4551","B52W90",2.88,17.28
"4552","B29R40",12.76,102.08
"4553","BGD417",2.60571428571429,18.24
"4554","B27P26",12.64,75.84
"4555","B06P88",2.94,11.76
"4556","B35X48",12.52,75.12
"4557","B59D78",12.688,126.88
"4558","B76X15",2.58,20.64
"4559","B57W16",2.832,14.16
"4560","B721D7",2.544,25.44
"4561","B920D8",2.688,13.44
"4562","B37A16",12.688,63.44
"4563","BNE806",2.688,13.44
"4564","BGT842",2.70857142857143,18.96
"4565","B74W67",12.5028571428571,87.52
"4566","BGG641",2.49,19.92
"4567","BBY468",2.70857142857143,18.96
"4568","BKX152",2.64,7.92
"4569","BGN147",12.76,76.56
"4570","B497A2",2.544,12.72
"4571","BKL256",2.688,13.44
"4572","BGC071",3.12,15.6
"4573","B05F42",2.88,34.56
"4574","BGS690",2.52,15.12
"4575","B38G18",2.805,44.88
"4576","BTV253",2.688,13.44
"4577","BBT276",2.91428571428571,20.4
"4578","B76F47",2.70857142857143,18.96
"4579","BGS567",2.52,15.12
"4580","BKT135",2.688,13.44
"4581","B36G52",2.616,26.16
"4582","BKZ601",2.616,26.16
"4583","B43U65",2.88,8.64
"4584","BWF507",2.688,13.44
"4585","B53F96",2.60571428571429,18.24
"4586","B12K85",2.50285714285714,17.52
"4587","BKZ520",2.52,15.12
"4588","B06E20",2.60571428571429,18.24
"4589","BHA940",2.76,33.12
"4590","B53F80",2.544,12.72
"4591","B34G05",2.50285714285714,17.52
"4592","BLA030",2.52,15.12
"4593","BMZ715",2.81142857142857,19.68
"4594","B11U37",2.94,11.76
"4595","B00G37",2.81142857142857,19.68
"4596","B40F45",2.94,11.76
"4597","B46E63",12.6057142857143,88.24
"4598","BFE217",2.76,5.52
"4599","BTV781",2.76,11.04
"4600","B950D1",13.12,26.24
"4601","BGA010",2.76,27.6
"4602","BGU409",2.58,10.32
"4603","B78X79",2.904,29.04
"4604","B55W83",2.688,13.44
"4605","B673A6",3.12,3.12
"4606","BKL188",2.64,7.92
"4607","B20S58",2.64,15.84
"4608","B57K06",2.49,19.92
"4609","B754E2",2.66181818181818,29.28
"4610","B20R59",12.64,37.92
"4611","B28F06",2.76,5.52
"4612","B29R70",12.64,75.84
"4613","B468E6",2.64,15.84
"4614","B53F56",2.60571428571429,18.24
"4615","BNE810",2.76,16.56
"4616","B44A40",12.832,64.16
"4617","BBS159",2.88,17.28
"4618","B04K13",2.53090909090909,27.84
"4619","B473C1",12.64,75.84
"4620","B25V60",12.688,126.88
"4621","B10K97",2.67,21.36
"4622","B186F5",2.60571428571429,18.24
"4623","B06F62",2.67,21.36
"4624","BBV285",2.72727272727273,30
"4625","B17K61",2.688,40.32
"4626","B91M43",2.688,13.44
"4627","B409C5",2.64,15.84
"4628","B00G46",2.81142857142857,19.68
"4629","B53F38",2.70857142857143,18.96
"4630","BKZ643",2.50285714285714,17.52
"4631","B900D6",2.76,16.56
"4632","B70A25",2.60571428571429,18.24
"4633","B564A5",12.58,50.32
"4634","B36G63",2.67,21.36
"4635","B796A3",12.88,38.64
"4636","BKL197",2.81142857142857,19.68
"4637","BMZ767",2.58,10.32
"4638","BBY607",2.688,26.88
"4639","B81E42",2.52,30.24
"4640","BGN272",12.58,50.32
"4641","B816A5",12.5963636363636,138.56
"4642","B61U37",2.56,23.04
"4643","B50K41",2.544,12.72
"4644","B860D0",12.67,101.36
"4645","BBV269",2.544,25.44
"4646","B47U86",2.76,22.08
"4647","BFZ868",2.52,15.12
"4648","B34G82",2.72,24.48
"4649","B214D1",2.52,30.24
"4650","B35G13",2.48,22.32
"4651","B71W27",2.70857142857143,18.96
"4652","BFZ581",2.76,27.6
"4653","B99F69",2.616,26.16
"4654","B169F1",2.688,13.44
"4655","B44P38",2.67,21.36
"4656","B457E1",2.76,16.56
"4657","B18K15",2.76,22.08
"4658","B803E3",2.76,16.56
"4659","B36G72",2.76,5.52
"4660","B90B46",12.64,75.84
"4661","B89F96",3.12,3.12
"4662","B30E47",2.49,19.92
"4663","B25K67",2.688,13.44
"4664","B771D6",12.56,113.04
"4665","B47U28",2.76,27.6
"4666","B161F3",2.70857142857143,18.96
